timestamp,funding,price,volume
1665993600000,4.84E-5,19285.00,294597.684
1666022400000,6.458E-5,19524.40,121423.298
1666051200000,1.0E-4,19540.70,133125.987
1666080000000,1.0E-4,19655.80,276174.787
1666108800000,1.0E-4,19364.10,225042.380
1666137600000,7.598E-5,19320.90,100305.204
1666166400000,1.0E-4,19210.00,190275.796
1666195200000,1.0E-4,19259.80,113789.458
1666224000000,1.0E-4,19116.60,153932.929
1666252800000,6.021E-5,19138.00,186089.594
1666281600000,2.095E-5,19244.20,197604.525
1666310400000,4.708E-5,19034.80,81268.616
1666339200000,4.483E-5,19019.40,351814.935
1666368000000,-8.9E-6,19158.60,148795.354
1666396800000,3.721E-5,19151.00,42726.427
1666425600000,8.36E-5,19155.20,73355.001
1666454400000,-3.19E-6,19223.80,57973.614
1666483200000,4.152E-5,19195.10,47850.216
1666512000000,1.171E-5,19151.60,76335.350
1666540800000,5.174E-5,19180.60,234425.976
1666569600000,1.0E-4,19560.60,166662.665
1666598400000,1.0E-4,19318.40,213901.880
1666627200000,2.328E-5,19291.80,96111.991
1666656000000,4.327E-5,19318.10,73392.456
1666684800000,9.019E-5,19296.90,264983.819
1666713600000,-1.66E-6,19740.30,438930.259
1666742400000,2.243E-5,20068.30,151004.292
1666771200000,5.665E-5,20333.60,486967.001
1666800000000,6.122E-5,20835.60,203893.689
1666828800000,1.3E-7,20758.40,113630.635
1666857600000,-2.276E-5,20703.60,286772.862
1666886400000,1.376E-5,20554.10,214506.548
1666915200000,-1.228E-5,20285.60,144547.005
1666944000000,3.541E-5,20069.90,297337.908
1666972800000,-2.629E-5,20473.20,153653.969
1667001600000,2.484E-5,20582.70,107536.741
1667030400000,4.755E-5,20765.80,262156.636
1667059200000,4.205E-5,20913.20,112523.793
1667088000000,-2.515E-5,20796.70,71178.178
1667116800000,3.212E-5,20841.80,130739.069
1667145600000,5.135E-5,20667.70,93472.443
1667174400000,1.504E-5,20615.50,95485.833
1667203200000,3.842E-5,20537.20,278346.698
1667232000000,-4.34E-6,20390.50,104964.735
1667260800000,7.22E-6,20482.10,89484.455
1667289600000,-1.088E-5,20590.20,162614.011
1667318400000,1.302E-5,20435.60,62577.721
1667347200000,4.787E-5,20472.10,85248.557
1667376000000,1.203E-5,20414.20,105704.544
1667404800000,6.046E-5,20400.20,460582.660
1667433600000,2.68E-5,20140.20,107342.382
1667462400000,4.4E-6,20293.70,199704.316
1667491200000,6.94E-5,20241.10,65074.363
1667520000000,4.429E-5,20199.80,142360.117
1667548800000,1.148E-5,20603.30,447031.688
1667577600000,6.899E-5,20829.20,235123.410
1667606400000,4.409E-5,21137.60,128781.019
1667635200000,4.541E-5,21374.40,121511.476
1667664000000,1.0E-4,21289.70,53690.877
1667692800000,6.491E-5,21289.80,70501.386
1667721600000,9.732E-5,21185.20,78012.635
1667750400000,6.866E-5,21233.80,128634.625
1667779200000,7.813E-5,20900.00,209168.488
1667808000000,1.0E-4,20628.10,179454.269
1667836800000,1.0E-4,20756.30,165785.559
1667865600000,6.515E-5,20578.50,428751.468
1667894400000,-7.88E-6,19785.60,293204.333
1667923200000,9.446E-5,19513.80,1324520.512
1667952000000,-1.3884E-4,18533.90,270142.689
1667980800000,7.305E-5,18225.00,857385.948
1668009600000,-3.2976E-4,17096.80,938077.775
1668038400000,-0.00119172,15905.00,423485.210
1668067200000,-0.00111953,16739.50,646539.712
1668096000000,-2.3833E-4,17541.60,427068.680
1668124800000,-1.9452E-4,17588.00,278962.440
1668153600000,-7.277E-5,17397.30,432897.262
1668182400000,-5.802E-5,16864.70,243484.900
1668211200000,5.3E-5,17058.40,126691.180
1668240000000,-2.406E-5,16811.40,118873.361
1668268800000,6.521E-5,16925.50,58891.176
1668297600000,3.33E-6,16806.90,89199.254
1668326400000,-7.357E-5,16765.40,135647.595
1668355200000,2.816E-5,16568.40,124895.987
1668384000000,-3.809E-5,16321.30,357290.137
1668412800000,-7.645E-5,16813.10,354664.092
1668441600000,-1.132E-5,16582.60,222438.255
1668470400000,-1.0925E-4,16605.30,151364.668
1668499200000,-1.7664E-4,16834.90,286590.617
1668528000000,2.275E-5,16977.70,211394.173
1668556800000,-1.3216E-4,16888.30,109659.656
1668585600000,1.121E-5,16814.10,289676.620
1668614400000,-6.617E-5,16424.40,137905.369
1668643200000,-4.542E-5,16650.70,109986.647
1668672000000,-5.138E-5,16602.00,176333.212
1668700800000,-2.701E-5,16526.70,122669.426
1668729600000,-2.836E-5,16682.10,147664.279
1668758400000,2.398E-5,16739.70,140920.092
1668787200000,9.55E-6,16686.70,100028.471
1668816000000,5.556E-5,16689.70,53802.826
1668844800000,7.897E-5,16592.20,48520.641
1668873600000,-1.169E-5,16648.50,69499.448
1668902400000,-7.79E-6,16693.00,45838.489
1668931200000,3.552E-5,16710.10,142735.617
1668960000000,-9.79E-6,16570.40,139025.108
1668988800000,7.898E-5,16272.70,240314.797
1669017600000,-1.218E-5,16032.10,175058.362
1669046400000,2.302E-5,16122.60,374846.206
1669075200000,-7.485E-5,15772.90,161681.159
1669104000000,2.033E-5,15754.90,285745.047
1669132800000,7.881E-5,16232.80,131907.438
1669161600000,9.406E-5,16220.50,188167.927
1669190400000,1.0E-4,16572.90,180403.275
1669219200000,-3.9E-6,16415.90,178143.708
1669248000000,5.42E-5,16595.80,132270.351
1669276800000,2.012E-5,16613.80,123300.867
1669305600000,6.272E-5,16548.90,95453.200
1669334400000,2.058E-5,16592.50,110304.743
1669363200000,4.61E-6,16453.70,122168.929
1669392000000,1.329E-5,16505.30,74086.444
1669420800000,3.859E-5,16516.20,88233.389
1669449600000,-2.455E-5,16576.90,92840.807
1669478400000,3.523E-5,16506.40,72327.463
1669507200000,1.063E-5,16449.20,57181.261
1669536000000,-3.066E-5,16553.90,58360.766
1669564800000,3.784E-5,16566.30,73828.318
1669593600000,2.303E-5,16422.50,189304.665
1669622400000,5.36E-6,16215.10,128278.652
1669651200000,2.1E-7,16136.70,179554.552
1669680000000,4.76E-5,16204.60,147251.174
1669708800000,-3.85E-6,16456.00,153294.953
1669737600000,4.171E-5,16384.90,90864.727
1669766400000,3.404E-5,16433.30,243148.816
1669795200000,4.038E-5,16874.10,120430.691
1669824000000,9.511E-5,16856.80,256745.443
1669852800000,1.029E-5,17153.40,96222.678
1669881600000,-5.001E-5,17062.50,229435.764
1669910400000,1.0E-4,16970.50,85392.867
1669939200000,8.203E-5,16970.50,76623.441
1669968000000,2.825E-5,16947.00,184411.983
1669996800000,-3.753E-5,16928.90,74003.791
1670025600000,3.302E-5,17083.00,68597.253
1670054400000,5.123E-5,16954.70,60547.984
1670083200000,1.0E-4,16953.90,56112.005
1670112000000,6.174E-5,16879.50,75430.204
1670140800000,6.437E-5,16987.90,93891.931
1670169600000,4.581E-5,17022.20,122768.733
1670198400000,5.4E-7,17099.50,199733.135
1670227200000,-4.218E-5,17303.70,172074.190
