timestamp,funding,change_6h_price,change_6h_volume,change_4h_price,change_4h_volume,change_2h_price,change_2h_volume,change_last_price,change_last_volume
1655251200000,-2.077E-5,-324.7999999999993,-17719.345,-490.59999999999854,1898.7330000000075,-1204.0999999999985,944.7520000000077,-549.8999999999978,-7264.409999999996
1655280000000,-7.24E-5,30.099999999998545,-9106.437000000005,-680.4000000000015,88488.77299999999,-912.2999999999993,42154.071,-1415.2000000000007,105071.89599999998
1655308800000,-6.66E-6,-474.7999999999993,-21643.454999999987,456.2999999999993,-31498.69399999999,839.5,-65108.135999999984,701.2999999999993,-18170.898999999976
1655337600000,-4.114E-5,-303.3999999999978,176516.726,208.0,-70750.00200000001,788.6000000000022,-69518.28100000002,1158.7000000000007,-78632.22600000001
1655366400000,4.475E-5,-208.5,-28896.383,-370.0,-28249.041000000005,-635.5,-12192.152000000002,-818.5999999999985,24439.941999999995
1655395200000,-5.277E-5,-482.40000000000146,13486.612999999998,-720.7000000000007,27036.884999999995,-744.4000000000015,4523.0090000000055,-681.2000000000007,-5339.058999999994
1655424000000,-2.222E-5,-15.900000000001455,-27470.653000000006,-205.5,-22524.609000000004,-393.1000000000022,-18343.03300000001,-680.2999999999993,11692.016999999993
1655452800000,-9.486E-5,478.59999999999854,-33222.918999999994,-18.30000000000291,-38506.967,406.5,-9009.521999999997,700.5,-19183.261
1655481600000,5.092E-5,-124.60000000000218,-19882.714,-124.0,12936.622000000003,-296.90000000000146,17314.83,-431.90000000000146,-26593.828
1655510400000,7.356E-5,-73.20000000000073,-19640.134,-149.40000000000146,-24462.942,-109.0,-20146.680999999997,-198.70000000000073,-1356.7180000000008
1655539200000,4.575E-5,-76.20000000000073,-19453.563,-7.399999999997817,-30455.104999999996,-40.79999999999927,143180.146,-1212.2999999999993,105903.28800000002
1655568000000,5.227E-5,-88.59999999999854,-70158.34100000001,-8.0,-106960.25400000002,-54.599999999998545,-103828.65400000001,-298.2999999999993,-56037.581000000006
1655596800000,4.243E-5,-337.1000000000022,51078.332999999984,-887.2000000000007,153079.911,-443.2000000000007,24023.53499999999,13.0,-18203.10900000001
1655625600000,-4.559E-5,-485.7000000000007,755.7700000000041,-659.9000000000015,-610.2329999999929,-844.7000000000007,-14798.875,-662.6000000000022,23741.388000000006
1655654400000,7.239E-5,697.3000000000029,56934.909,1388.300000000003,-9205.459000000003,875.8000000000029,-13626.275999999998,1519.2000000000007,-46933.434
1655683200000,8.73E-6,-377.3999999999978,41279.022000000004,294.7999999999993,36851.420000000006,570.7999999999993,4537.4519999999975,748.0,25895.151999999995
1655712000000,-5.4E-6,-775.7000000000007,-15886.877999999997,-597.5999999999985,-34275.48299999999,-470.09999999999854,-32704.35,-487.59999999999854,40366.07500000001
1655740800000,6.08E-5,566.5999999999985,-29410.148,714.2000000000007,-36650.432,440.0,-33359.78300000001,738.7000000000007,-29427.350000000006
1655769600000,1.0E-4,-846.7000000000007,-25632.532999999996,-751.0,-38503.05,-402.8000000000029,-40378.261,-245.40000000000146,-43376.258
1655798400000,4.967E-5,91.09999999999854,-4503.324999999997,34.400000000001455,18903.695999999996,310.09999999999854,33362.384999999995,537.7999999999993,22429.058000000005
1655827200000,2.028E-5,83.20000000000073,-10378.600000000006,-154.5,35588.84,496.7000000000007,9810.225999999995,275.1000000000022,-25593.184
1655856000000,1.78E-6,-150.70000000000073,1569.5499999999956,-503.3000000000029,509.502999999997,-422.90000000000146,-2895.5190000000002,-669.8000000000029,3453.8050000000003
1655884800000,-2.982E-5,-308.1999999999971,-12686.535000000003,-404.09999999999854,-10954.238000000005,-353.5,31237.79299999999,-621.5,4270.670999999995
1655913600000,-1.64E-5,324.1000000000022,-6692.411999999997,406.0,42238.575000000004,623.8000000000029,60154.62,-16.19999999999709,58548.905999999995
1655942400000,-8.72E-6,180.09999999999854,-62527.59299999999,27.599999999998545,-46954.812999999995,-80.10000000000218,-81615.796,-97.90000000000146,-38805.966
1655971200000,-1.577E-5,389.09999999999854,-45171.88399999999,225.40000000000146,-37031.918999999994,360.5,-29524.04099999999,468.7000000000007,-13793.929999999993
1656000000000,-2.656E-5,292.5,-13254.974000000002,183.29999999999927,15743.301999999996,4.700000000000728,-1407.8220000000001,-106.29999999999927,-13924.996
1656028800000,6.006E-5,-34.0,19479.153999999995,560.5,17532.702000000005,336.5,18653.013999999996,756.6999999999971,-9018.046999999999
1656057600000,1.0E-4,-58.19999999999709,3409.7319999999963,-30.19999999999709,-3572.428,-188.59999999999854,9961.218999999997,-192.79999999999927,3918.0610000000015
1656086400000,1.0E-4,-87.09999999999854,22752.276999999995,261.2000000000007,42178.881,284.6000000000022,34511.636999999995,-28.299999999999272,26311.515999999996
1656115200000,2.621E-5,87.5,-29169.303,366.2999999999993,-28362.47,431.0,-21792.574999999997,355.7000000000007,-29734.432999999997
1656144000000,1.0E-4,88.79999999999927,-9367.122000000003,63.79999999999927,-19594.180000000004,-23.200000000000728,13254.756000000001,264.2999999999993,-10803.196000000004
1656172800000,1.0E-4,-72.5,-6315.853999999999,-166.29999999999927,33126.629,-336.59999999999854,16312.453999999998,-536.5,5688.643000000004
1656201600000,1.0E-4,128.59999999999854,-9893.565000000002,236.40000000000146,74.51499999999942,549.0,-4694.174000000003,522.9000000000015,-4412.631000000001
1656230400000,1.0E-4,-94.0,-12610.499,-66.80000000000291,-12929.117000000002,-50.20000000000073,-3594.2210000000014,-91.80000000000291,-9213.405000000002
1656259200000,6.69E-6,15.30000000000291,23332.071,309.3000000000029,73034.241,4.900000000001455,23272.826000000005,-75.89999999999782,16275.560999999998
1656288000000,7.82E-5,-62.79999999999927,-13535.873999999996,-40.60000000000218,-16423.807999999997,58.0,20288.337000000007,-285.1000000000022,493.0430000000051
1656316800000,3.533E-5,50.900000000001455,-17558.992000000002,131.8000000000029,-10075.550000000003,144.0,-8046.390000000003,325.8000000000029,3808.396999999997
1656345600000,6.102E-5,88.19999999999709,-9165.413999999997,-56.80000000000291,55912.748,-624.9000000000015,48598.108,-610.9000000000015,-10516.637999999999
1656374400000,-2.586E-5,-32.0,33275.68,101.79999999999927,-9536.423999999999,45.099999999998545,6309.455000000002,-14.0,9977.695
1656403200000,-5.613E-5,-120.40000000000146,-9081.259999999998,-7.400000000001455,-17291.267,0.09999999999854481,-6111.027000000002,138.29999999999927,29287.911
1656432000000,2.435E-5,181.70000000000073,-29899.048000000003,119.5,-17591.570999999996,176.20000000000073,10547.024000000005,-272.59999999999854,-16695.72
1656460800000,4.188E-5,26.700000000000728,20910.295,-349.0,-18473.638999999996,-211.79999999999927,-18068.419,-327.0,-17331.775
1656489600000,8.335E-5,76.29999999999927,-11529.459999999995,7.200000000000728,18404.965000000004,-90.90000000000146,35695.078,-188.20000000000073,16510.994000000006
1656518400000,5.319E-5,-23.599999999998545,9592.858999999997,16.400000000001455,30171.631,-6.400000000001455,4398.311999999998,-4.200000000000728,-12647.288
1656547200000,3.24E-6,1.7000000000007276,-7320.611000000004,136.5,12742.541999999994,209.60000000000218,-8327.730000000003,33.60000000000218,-1179.559000000001
1656576000000,-5.159E-5,-101.60000000000218,-21063.817000000003,-47.400000000001455,-11969.893,-119.90000000000146,68080.876,-686.8000000000029,82742.386
1656604800000,-1.5879E-4,-284.0,-64626.317,-334.3999999999978,-12336.668999999994,-567.6999999999971,-38883.512,-289.6999999999971,-72514.175
1656633600000,-8.786E-5,-40.5,2581.188000000002,-212.10000000000218,27709.246,-320.7000000000007,62818.557,789.8999999999978,118186.95400000001
1656662400000,3.106E-5,488.1000000000022,-79424.85500000001,-202.70000000000073,-62389.606000000014,-467.2999999999993,-108174.956,-357.2000000000007,-97885.899
1656691200000,-8.061E-5,-151.0,17100.803,-386.1999999999971,22667.887000000002,-125.69999999999709,6430.981999999989,-286.6999999999971,-19019.342000000004
1656720000000,-2.913E-5,194.6999999999971,-16017.101999999999,99.89999999999782,-5312.591999999997,109.89999999999782,-17087.985999999997,-7.400000000001455,-14944.730000000003
1656748800000,5.218E-5,-51.900000000001455,-1356.7719999999972,-150.20000000000073,-9188.066999999995,-42.0,-11279.871999999996,-152.0,5060.988000000005
1656777600000,2.12E-5,43.400000000001455,-7246.819000000003,68.70000000000073,12891.939999999995,137.09999999999854,-6702.514000000003,99.90000000000146,-15684.338000000003
1656806400000,3.57E-5,70.79999999999927,4280.007000000001,43.69999999999709,-4816.264999999999,125.19999999999709,-6052.360999999997,21.099999999998545,-6199.4310000000005
1656835200000,4.779E-5,-59.5,-1940.8449999999975,13.599999999998545,82969.103,-206.5,7926.819000000003,-113.29999999999927,20446.179
1656864000000,7.251E-5,-96.20000000000073,-15617.182999999997,-47.60000000000218,-9267.221999999998,-158.60000000000218,-13393.166999999998,-92.40000000000146,-9896.273999999998
1656892800000,7.792E-5,177.60000000000218,16329.976000000002,448.2000000000007,28739.576,254.40000000000146,-2921.3860000000022,270.7000000000007,3109.4190000000017
1656921600000,4.63E-5,-90.59999999999854,-6622.616000000002,-212.0,-17549.043,-176.0,-10106.288000000004,-190.90000000000146,14837.261999999995
1656950400000,2.248E-5,243.0,53924.547000000006,679.1000000000022,31729.22,408.3000000000029,54051.963,677.3000000000029,15579.913
1656979200000,5.291E-5,95.39999999999782,-25822.025,31.599999999998545,-31884.974,154.29999999999927,7961.442999999999,433.8999999999978,-4571.635999999999
1657008000000,1.0E-4,65.20000000000073,-31660.993,76.5,-21025.978000000003,62.0,-19042.070999999996,-18.5,45276.623999999996
1657036800000,1.2E-6,-449.3999999999978,-41405.986,-693.5,-2665.883999999991,-813.5999999999985,-32487.494999999995,-700.7999999999993,-35186.35699999999
1657065600000,1.0E-4,184.90000000000146,54952.09999999999,885.9000000000015,40205.428,860.0999999999985,-20854.498000000007,663.0999999999985,2145.7309999999998
1657094400000,1.0E-4,-300.0,-26569.142000000007,-229.6999999999971,8667.958999999988,-128.59999999999854,-18709.284000000007,-19.099999999998545,-22800.803000000007
1657123200000,8.373E-5,41.20000000000073,-3912.962999999996,-52.29999999999927,38284.589,68.90000000000146,619.8369999999995,-10.900000000001455,-2205.743999999999
1657152000000,5.274E-5,116.10000000000218,32766.876999999993,179.70000000000073,-17084.170000000002,203.5,5653.498999999996,414.1000000000022,-19738.453
1657180800000,1.0E-4,-50.29999999999927,-543.9739999999983,-80.20000000000073,2921.483,-258.6000000000022,4114.761000000002,-121.40000000000146,17359.957000000002
1657209600000,1.0E-4,119.20000000000073,-12718.232,71.5,1507.273000000001,99.79999999999927,82391.661,449.2000000000007,39219.939
1657238400000,2.12E-6,17.599999999998545,64315.12300000001,915.9000000000015,-10476.974000000002,773.7999999999993,-44077.573,732.5,14950.277000000002
1657267200000,1.0E-4,518.5999999999985,-47074.318,505.2000000000007,-39658.265,221.79999999999927,-60226.676,176.79999999999927,-6542.963000000003
1657296000000,1.0E-4,-226.5,-30669.237999999998,-213.5,16840.697,-526.5999999999985,54540.956999999995,156.10000000000218,-11688.847999999998
1657324800000,1.0E-4,-198.5,-37005.924,-141.90000000000146,-40336.73,-252.5,-44177.644,-359.6000000000022,-29010.697999999997
1657353600000,1.0E-4,-85.20000000000073,-28009.098,18.200000000000728,-28503.741,-76.20000000000073,-18242.121000000003,56.900000000001455,-26046.731000000003
1657382400000,6.143E-5,3.0,17217.154,-207.29999999999927,16208.795000000002,-91.20000000000073,6160.244999999999,-106.10000000000218,19812.689000000002
1657411200000,9.962E-5,333.90000000000146,-2060.5509999999995,74.60000000000218,-26213.358000000004,159.20000000000073,-22162.491,41.400000000001455,-8560.007000000005
1657440000000,1.0E-4,-172.5,10582.665,-291.40000000000146,-4927.699999999997,-230.0,-15633.368999999999,-250.09999999999854,-12634.378999999997
1657468800000,1.0E-4,-12.0,5602.003000000001,-35.30000000000291,27142.124,-254.5,40132.195999999996,-437.40000000000146,40292.239
1657497600000,4.543E-5,0.09999999999854481,-36441.80499999999,20.5,-24693.600999999995,136.20000000000073,-24251.934,-38.70000000000073,-15146.166999999994
1657526400000,7.236E-5,-308.7000000000007,-3074.8510000000024,-313.7999999999993,-16337.606000000003,-355.7999999999993,-9911.982000000004,-424.5,-7994.868000000002
1657555200000,8.5E-5,113.60000000000218,-10819.044000000002,35.79999999999927,43247.101,-62.29999999999927,8310.845999999998,0.9000000000014552,2254.991000000002
1657584000000,8.003E-5,175.70000000000073,-3446.2990000000063,69.70000000000073,-8805.612000000001,-199.90000000000146,36310.06199999999,-475.90000000000146,10702.426
1657612800000,6.433E-5,-71.29999999999927,-31363.550000000003,-20.099999999998545,-26514.426000000003,-9.5,25796.006,-231.39999999999782,1255.150999999998
1657641600000,2.667E-5,-125.20000000000073,-2952.8410000000003,42.099999999998545,17887.888,54.39999999999782,5566.5610000000015,154.0,-19372.15
1657670400000,-1.204E-5,-9.5,61943.849,-493.2000000000007,7480.165000000001,-538.6000000000022,9901.523000000001,-554.0,-1113.8039999999964
1657699200000,6.17E-6,94.19999999999709,-7126.804000000004,139.79999999999927,-8591.325000000004,186.09999999999854,18310.617999999995,376.8999999999978,27829.733999999997
1657728000000,-1.218E-5,97.79999999999927,-25888.892,133.20000000000073,225807.10299999997,-417.5,75649.80299999999,-254.70000000000073,69991.994
1657756800000,5.7E-7,430.2000000000007,-73268.51800000001,199.60000000000218,-91834.081,466.2000000000007,-49218.89100000002,775.0,-69517.85200000001
1657785600000,1.0E-4,47.80000000000291,-30617.288,-4.799999999999272,-18220.903,-113.29999999999927,-18486.114,-238.79999999999927,1421.3099999999977
1657814400000,3.451E-5,-170.89999999999782,-17977.578999999998,-253.20000000000073,11797.587,-226.20000000000073,73168.973,398.1000000000022,66081.543
1657843200000,9.257E-5,343.7999999999993,-64381.845,223.59999999999854,-89352.47,91.59999999999854,-104777.299,199.1999999999971,-94532.712
1657872000000,1.401E-5,41.400000000001455,28926.367999999995,22.80000000000291,-568.6240000000034,75.30000000000291,25417.009999999995,244.70000000000073,37398.027
1657900800000,1.601E-5,64.79999999999927,-32195.301000000007,-59.0,8052.554999999993,28.400000000001455,-22460.285000000003,-38.20000000000073,-10263.586000000003
1657929600000,6.055E-5,-6.899999999997817,-8625.703000000001,371.6000000000022,-17178.419,171.5,-37515.289000000004,38.0,-31287.640000000003
1657958400000,7.996E-5,-113.59999999999854,-10248.668999999998,-95.69999999999709,-7926.741999999998,-238.29999999999927,7643.848000000002,-282.09999999999854,-9145.762999999999
1657987200000,8.0E-6,66.09999999999854,-3757.583999999999,63.70000000000073,22913.679,286.7999999999993,23716.587000000003,393.90000000000146,138815.924
1658016000000,8.038E-5,305.09999999999854,-114722.621,249.39999999999782,-98762.139,253.5,-136718.245,248.6999999999971,-127208.577
1658044800000,1.0E-4,-32.69999999999709,-2668.9869999999974,130.5,-3806.2969999999987,164.60000000000218,19048.625,276.40000000000146,14457.716
1658073600000,8.709E-5,-100.0,-3930.574999999997,-9.299999999999272,14712.953000000001,-350.90000000000146,-15530.790999999997,-302.0,15658.076000000001
1658102400000,1.0E-4,-245.59999999999854,-28849.968,-137.09999999999854,-41589.894,-145.90000000000146,-34623.498,-363.59999999999854,-31577.625
1658131200000,1.0E-4,175.1999999999971,23215.923000000003,479.6999999999971,59262.777,1057.5999999999985,88944.207,1448.8999999999978,53172.100999999995
1658160000000,1.0E-4,-11.299999999999272,-13306.695999999996,-113.39999999999782,-2589.245999999999,-112.5,19144.422000000006,430.2999999999993,17629.276000000013
1658188800000,1.0E-4,-799.1999999999971,-8242.072,-1058.699999999997,-54677.69700000001,-1017.5999999999985,-11717.928,-250.09999999999854,30488.71099999998
1658217600000,1.0E-4,-370.2999999999993,-74539.65699999998,-525.5,-83244.69099999999,-433.5,-63804.12999999999,-662.5999999999985,-95450.51299999998
1658246400000,1.0E-4,136.0,30518.662000000004,206.6999999999971,51720.692,552.6999999999971,192396.19,1356.199999999997,123284.606
1658275200000,1.0E-4,332.90000000000146,-70402.872,273.5,-86503.38200000001,520.9000000000015,-104067.23800000001,268.8000000000029,-88134.82100000001
1658304000000,1.0E-4,-134.60000000000218,-30884.438000000002,48.0,-37458.206,105.0,2657.948000000004,-8.900000000001455,-7783.777999999998
1658332800000,8.118E-5,140.29999999999927,12997.034999999996,343.09999999999854,48477.78799999999,393.5,37438.473000000005,776.5,45075.885
1658361600000,1.0E-4,-642.5,-51552.927,-502.90000000000146,25070.464000000007,-551.7000000000007,-56944.090000000004,-932.0,-68174.361
1658390400000,1.0E-4,7.400000000001455,32716.186,-447.09999999999854,11581.093,-286.09999999999854,2858.5390000000043,-294.90000000000146,921.810000000005
1658419200000,1.0E-4,75.80000000000291,29393.72299999999,-321.09999999999854,30211.638,-225.09999999999854,40816.278,-292.8999999999978,64826.05299999999
1658448000000,1.0E-4,220.09999999999854,-61571.407999999996,559.2999999999993,-64955.001,562.0,-72411.67799999999,510.7999999999993,-73803.154
1658476800000,1.0E-4,-44.400000000001455,-6999.6860000000015,-241.0,2456.7079999999987,-7.799999999999272,8538.928,-35.20000000000073,34521.444
1658505600000,5.172E-5,330.7999999999993,-24742.847,491.40000000000146,8829.01999999999,338.6000000000022,22941.061,177.40000000000146,10903.691999999995
1658534400000,9.043E-5,-277.2999999999993,-12138.61,-707.7000000000007,-38312.577,-559.6000000000022,-58012.295,-611.7000000000007,-51034.409
1658563200000,1.021E-5,100.59999999999854,-10258.506000000001,121.40000000000146,10403.631999999998,218.90000000000146,1911.3719999999994,89.20000000000073,27985.614
1658592000000,1.0E-4,-108.5,18053.652000000002,-537.4000000000015,-8870.974000000002,-434.7000000000007,-7987.9619999999995,-554.2999999999993,-7087.510999999999
1658620800000,3.77E-5,-182.90000000000146,2206.1519999999946,56.599999999998545,-28261.396000000004,25.5,-11093.801,230.1999999999971,-12213.202000000005
1658649600000,1.0E-4,-21.19999999999709,-14125.925,-113.69999999999709,13470.543000000005,301.7000000000007,220.61100000000442,252.3000000000029,-5899.704999999998
1658678400000,8.293E-5,-81.70000000000073,16507.808999999997,-44.30000000000291,11015.143999999997,-133.70000000000073,22698.803000000004,144.59999999999854,8110.217000000001
1658707200000,1.0E-4,-76.20000000000073,-19863.529,-141.90000000000146,-19996.41,-36.900000000001455,19319.231,-266.40000000000146,22417.379999999997
1658736000000,1.238E-5,-371.1999999999971,8345.608,-712.5,-17546.074999999997,-670.5,-30556.475,-619.3999999999978,-21764.471999999994
1658764800000,2.319E-5,40.20000000000073,-10525.370000000003,-19.600000000002183,24609.521999999997,-60.79999999999927,35550.127,-66.79999999999927,2643.0469999999987
1658793600000,1.0E-4,-32.400000000001455,19674.489999999998,-4.80000000000291,32198.293000000005,136.0,53559.971000000005,-584.4000000000015,42417.357
1658822400000,3.654E-5,-236.09999999999854,-39836.944,-169.79999999999927,-57767.19,-162.79999999999927,-60557.618,-246.29999999999927,-60306.01900000001
1658851200000,8.659E-5,55.20000000000073,1570.2760000000017,25.200000000000728,49314.97000000001,-111.5,36576.194,-316.1000000000022,31081.527000000002
1658880000000,4.591E-5,174.10000000000218,-24187.34,170.20000000000073,-7794.4000000000015,197.8000000000029,-10252.337,503.40000000000146,-28521.063
1658908800000,5.085E-5,-88.0,14.419999999998254,-175.79999999999927,1392.3969999999972,-6.900000000001455,17282.073999999997,94.0,4001.922999999999
1658937600000,2.951E-5,-50.400000000001455,1083.3410000000003,-141.79999999999927,17616.974000000002,114.40000000000146,5927.639000000003,181.5,56956.852999999996
1658966400000,9.229E-5,96.09999999999854,194354.75299999997,1247.2999999999993,-33731.698,1155.0,-41021.068999999996,1424.5999999999985,-52969.634999999995
1658995200000,1.0E-4,-177.1999999999971,30059.903999999995,185.70000000000073,-3853.1810000000005,289.40000000000146,2838.561999999998,-24.69999999999709,699.4490000000005
1659024000000,1.0E-4,58.0,-3297.625,189.59999999999854,110502.076,-74.70000000000073,102099.39199999999,823.0,53265.753000000004
1659052800000,1.0E-4,251.1999999999971,-46929.32800000001,51.0,-19879.01400000001,184.1999999999971,-59935.922000000006,96.79999999999927,-57560.992000000006
1659081600000,1.0E-4,8.899999999997817,-5135.955000000002,69.39999999999782,4409.712999999996,143.39999999999782,37328.63,101.79999999999927,8725.864000000001
1659110400000,1.0E-4,123.79999999999927,20588.803999999996,-220.79999999999927,39700.915,-245.20000000000073,63037.57199999999,65.0,25746.589
1659139200000,1.0E-4,-229.59999999999854,-18582.612,-111.79999999999927,-32463.845,-185.79999999999927,-22668.327000000005,-232.0,-29990.575000000004
1659168000000,1.0E-4,138.09999999999854,-13812.296999999999,29.700000000000728,-15660.114999999998,20.700000000000728,-18052.659999999996,98.79999999999927,-16777.195999999996
1659196800000,1.0E-4,34.29999999999927,19374.462999999996,86.60000000000218,88525.698,620.7999999999993,28778.557,653.0,7574.874
1659225600000,1.0E-4,-33.39999999999782,25533.317999999996,-607.8999999999978,21791.084,-671.0,24153.416,-892.7999999999993,525.7899999999972
1659254400000,1.0E-4,86.59999999999854,-6989.930999999997,102.5,-11709.051999999998,70.0,-12794.322999999999,74.90000000000146,-2385.4519999999975
1659283200000,6.281E-5,38.39999999999782,-1263.1270000000004,83.5,-4539.510000000002,-4.80000000000291,2145.3669999999984,59.29999999999927,-8724.626
1659312000000,1.0E-4,-35.79999999999927,93696.315,68.59999999999854,9576.619999999999,-182.10000000000218,38836.570999999996,-474.1000000000022,7216.251
1659340800000,1.0E-4,117.60000000000218,-8540.205,76.10000000000218,-7989.013000000001,28.200000000000728,17407.771,23.200000000000728,-639.9030000000021
