open_time,open,high,low,close,volume,close_time,funding,open_interest,long_short_ratio,taker_buy_sell_ratio,btc_dom,spx,dxy,dji,vix,ndx,gold,transactions_count,fee_value,fee_average,input_count,input_value,mined_value,output_count,output_value
2022-06-05 20:00:00,30036.3,30123.8,29794.6,29909.9,35432.675,2022-06-05 23:59:59,4.753E-5,82538.588,1.7252033138253402,0.6514518834,1527.0,4105.27979,102.147,32870.80078,25.32,12529.44727,1851.47998,1611.3333333333333,0.06296485952380951,4.294380952380953E-5,4604.523809523809,13411.79374381619,6.3129648595238095,5241.666666666667,13418.04374381619
2022-06-06 00:00:00,29910.0,31292.0,29876.2,31235.0,107749.284,2022-06-06 03:59:59,6.036E-5,82953.102,1.7665542130864584,1.2524253561,1533.5,4105.27979,102.147,32870.80078,25.32,12529.44727,1851.43005,1187.16,0.056414464,4.904880000000001E-5,4409.16,12933.366216957198,6.3064144639999995,4341.88,12939.616216957198
2022-06-06 04:00:00,31235.0,31473.9,31130.7,31277.9,54711.469,2022-06-06 07:59:59,6.036E-5,84154.776,1.5523415977961432,1.2329883476,1538.4,4105.27979,102.147,32870.80078,25.32,12529.44727,1856.26001,1754.0526315789473,0.09484462368421054,5.9677894736842096E-5,6728.894736842105,18182.38901240526,6.344844623684209,5658.684210526316,18188.63901240526
2022-06-06 08:00:00,31277.8,31594.6,31261.2,31392.0,55046.401,2022-06-06 11:59:59,6.036E-5,87003.073,1.2328154312376738,1.0635714697,1522.8,4105.27979,102.147,32870.80078,25.32,12529.44727,1852.38,1620.103448275862,0.06779832586206895,4.1120000000000006E-5,4947.241379310345,11162.211157076894,6.317798325862069,4402.379310344828,11168.461157076894
2022-06-06 12:00:00,31392.1,31780.0,31138.4,31529.8,111901.784,2022-06-06 15:59:59,9.656E-5,91493.636,1.0244542444600147,1.1071563764,1525.6,4105.27979,102.147,32870.80078,25.32,12529.44727,1854.06006,2271.7391304347825,0.11306097391304347,5.247826086956522E-5,6678.391304347826,16545.65027547,6.3630609739130435,7659.782608695652,16551.90027547
2022-06-06 16:00:00,31529.7,31548.7,31053.0,31466.9,70328.152,2022-06-06 19:59:59,1.0E-4,93860.347,0.8955881236236616,1.2681560556,1548.7,4140.7998,102.322,33039.32031,25.29,12663.01465,1843.69995,2386.0434782608695,0.11393372478260867,4.706347826086956E-5,7442.217391304348,23842.700348543043,6.363933724782608,7117.217391304348,23848.950348543043
2022-06-06 20:00:00,31466.9,31596.0,31269.8,31361.2,36785.784,2022-06-06 23:59:59,1.0E-4,95025.402,0.8388083990138809,1.3629562146,1565.0,4121.02002,102.388,32916.28906,25.16,12589.27246,1842.14001,1726.7666666666667,0.07674223233333335,4.3277666666666654E-5,5955.833333333333,10116.308445533663,6.535075565666667,5259.3,10122.766778866997
2022-06-07 00:00:00,31361.2,31373.9,29190.0,29547.5,207983.991,2022-06-07 03:59:59,1.0E-4,95814.557,0.8368229210816309,1.1917464559,1560.9,4121.02002,102.388,32916.28906,25.16,12589.27246,1839.56006,1093.3703703703704,0.04910475370370371,4.70037037037037E-5,3891.8518518518517,13094.371371340738,6.299104753703704,3952.8518518518517,13100.621371340738
2022-06-07 04:00:00,29547.5,29615.8,29370.6,29569.0,44895.538,2022-06-07 07:59:59,1.0E-4,82849.179,1.880172223448885,0.7241997023,1551.1,4121.02002,102.388,32916.28906,25.16,12589.27246,1840.29004,1057.7666666666667,0.040596772666666656,4.1410333333333346E-5,4041.5333333333333,12934.325729273998,6.290596772666666,3574.9333333333334,12940.575729273998
2022-06-07 08:00:00,29569.1,29720.0,29320.0,29504.5,53380.304,2022-06-07 11:59:59,1.0E-4,85562.913,2.2650679570198533,0.9573059876,1547.3,4121.02002,102.388,32916.28906,25.16,12589.27246,1842.07996,2059.8571428571427,0.0792286519047619,4.104761904761904E-5,6768.714285714285,15216.963905042856,6.329228651904763,5805.857142857143,15223.213905042856
2022-06-07 12:00:00,29504.6,30050.0,29384.5,29876.0,96227.315,2022-06-07 15:59:59,-1.0234E-4,86439.419,2.298926999266324,0.9280828289,1559.2,4121.02002,102.388,32916.28906,25.16,12589.27246,1847.12,1569.0277777777778,0.07305711916666664,5.0857500000000006E-5,5833.138888888889,15515.947702079446,6.323057119166666,5262.583333333333,15522.197702079446
2022-06-07 16:00:00,29876.0,31428.8,29730.0,31050.5,110428.8,2022-06-07 19:59:59,-3.705E-5,84950.794,2.08830017347354,1.1280793046,1550.2,4120.68994,102.395,32895.60938,25.06,12611.34473,1851.51001,2229.52,0.09811681280000002,4.928719999999999E-5,6803.92,17485.0238782584,6.348116812800002,6619.48,17491.2738782584
2022-06-07 20:00:00,31050.4,31599.0,30303.3,31118.1,178799.037,2022-06-07 23:59:59,-3.705E-5,82454.08,1.6910800314098346,0.651958158,1555.3,4158.64014,102.296,33178.60938,23.95,12703.7832,1854.38,2039.4347826086957,0.10827439043478262,4.8614782608695655E-5,6152.0,18813.86836297174,6.358274390434781,6494.086956521739,18820.11836297174
2022-06-08 00:00:00,31118.0,31325.0,29825.0,30006.0,134352.178,2022-06-08 03:59:59,-3.705E-5,86327.821,1.0072830553924759,0.660659962,1585.0,4158.64014,102.296,33178.60938,23.95,12703.7832,1853.68005,1069.392857142857,0.05091752285714285,4.590428571428572E-5,3831.285714285714,10779.268322356073,6.300917522857143,3899.5,10785.518322356073
2022-06-08 04:00:00,30006.0,30689.5,29856.1,30547.9,81896.542,2022-06-08 07:59:59,1.0E-4,83434.567,1.1794486484552495,0.9931317041,1554.5,4158.64014,102.296,33178.60938,23.95,12703.7832,1846.84998,1019.34375,0.04332707093750001,3.877281250000001E-5,3582.84375,7906.001278826876,6.293327070937499,3366.875,7912.251278826876
2022-06-08 08:00:00,30547.9,30604.3,30321.0,30399.2,40885.219,2022-06-08 11:59:59,1.0E-4,80836.75,1.3730998082511316,1.0883715494,1562.3,4158.64014,102.296,33178.60938,23.95,12703.7832,1850.08997,1405.3548387096773,0.05193035419354838,3.9289032258064515E-5,4246.4838709677415,10997.619725203549,6.30193035419355,3940.1612903225805,11003.869725203549
2022-06-08 12:00:00,30399.2,30888.0,30031.6,30458.0,107853.755,2022-06-08 15:59:59,1.0E-4,81007.644,1.3755456039907035,0.5408742759,1553.2,4158.64014,102.296,33178.60938,23.95,12703.7832,1851.56006,1959.5,0.08151062999999999,3.752678571428572E-5,5993.464285714285,18772.612892601785,6.3315106299999995,6769.892857142857,18778.862892601785
2022-06-08 16:00:00,30461.0,30536.6,29900.0,30127.6,62697.668,2022-06-08 19:59:59,1.0E-4,80529.482,1.5816774992262457,1.457843179,1546.6,4150.89014,102.312,33116.17969,23.83,12724.34375,1858.40002,1733.939393939394,0.07152989787878787,4.0374848484848486E-5,5275.090909090909,8347.158884002729,6.321529897878789,5453.666666666667,8353.408884002729
2022-06-08 20:00:00,30126.2,30515.8,30090.0,30192.5,28001.275,2022-06-08 23:59:59,1.0E-4,80256.643,1.5949253043350724,0.5962615778,1551.4,4122.68018,102.538,32946.39844,24.04,12631.93945,1852.79004,1668.576923076923,0.06776447692307691,4.0976538461538455E-5,5019.884615384615,7270.753067441924,6.317764476923077,5272.192307692308,7277.003067441924
2022-06-09 00:00:00,30192.6,30312.6,30055.3,30283.0,30853.227,2022-06-09 03:59:59,1.0E-4,79835.092,1.6201445538695634,1.2529076638,1555.1,4122.68018,102.538,32946.39844,24.04,12631.93945,1852.80005,1298.6363636363637,0.053396042727272726,4.0949090909090914E-5,4842.454545454545,7173.8393626822735,6.303396042727273,5163.045454545455,7180.0893626822735
2022-06-09 04:00:00,30283.0,30479.7,30217.2,30477.3,28021.8,2022-06-09 07:59:59,1.0E-4,80736.562,1.735160113148064,1.8849235359,1552.7,4122.68018,102.538,32946.39844,24.04,12631.93945,1855.18005,1206.3703703703704,0.05615700666666667,4.660074074074074E-5,4503.7037037037035,4477.403489901853,6.306157006666665,4474.407407407408,4483.653489901853
2022-06-09 08:00:00,30477.4,30691.9,30256.7,30286.7,56673.429,2022-06-09 11:59:59,9.106E-5,81176.929,1.7736448758697707,1.1654156631,1550.5,4122.68018,102.538,32946.39844,24.04,12631.93945,1850.26001,2156.7619047619046,0.07394973904761903,3.315285714285714E-5,5981.9047619047615,12487.22661054381,6.3239497390476185,5918.238095238095,12493.47661054381
2022-06-09 12:00:00,30286.7,30386.2,29914.5,30285.8,106526.459,2022-06-09 15:59:59,9.106E-5,82368.283,1.6210285900730046,0.696684549,1544.6,4122.68018,102.538,32946.39844,24.04,12631.93945,1846.44995,1732.46875,0.0670175940625,3.9282187500000004E-5,5232.8125,12879.82101453875,6.317017594062501,5960.5625,12886.07101453875
2022-06-09 16:00:00,30285.9,30456.2,29956.0,30003.8,47315.057,2022-06-09 19:59:59,1.0E-4,84391.378,1.9550456671864558,0.9345442786,1546.0,4096.70996,102.975,32788.17188,24.6,12571.39648,1845.76001,2404.0,0.09157772,3.7914500000000004E-5,6665.55,16825.7925162645,6.341577719999999,7451.15,16832.0425162645
2022-06-09 20:00:00,30003.8,30244.2,29952.6,30093.3,37922.203,2022-06-09 23:59:59,1.0E-4,84012.525,1.9746566456404062,0.3316123858,1547.3,4037.38989,103.321,32419.98047,26.02,12329.20703,1847.19995,2173.0,0.07717800000000001,3.429083333333334E-5,6535.083333333333,14479.696616913758,6.327178,6691.791666666667,14485.946616913758
2022-06-10 00:00:00,30093.4,30374.1,29470.5,30102.0,75329.617,2022-06-10 03:59:59,1.0E-4,84618.156,2.053519736103943,0.9988092298,1545.5,4037.38989,103.321,32419.98047,26.02,12329.20703,1847.10999,1180.12,0.05253995960000002,4.29552E-5,4159.04,9166.8964572168,6.3025399596,4390.92,9173.1464572168
2022-06-10 04:00:00,30102.0,30240.0,30025.3,30041.6,27697.396,2022-06-10 07:59:59,1.0E-4,81914.786,2.1095567733871743,0.6902511783,1539.5,4037.38989,103.321,32419.98047,26.02,12329.20703,1844.85999,1160.96,0.0541558924,4.4198399999999993E-5,4442.76,8091.726926405599,6.304155892399998,4000.76,8097.976926405599
2022-06-10 08:00:00,30041.6,30105.7,29853.2,30005.5,43915.463,2022-06-10 11:59:59,9.289E-5,83478.72,2.068468302987165,0.4124295933,1544.2,4037.38989,103.321,32419.98047,26.02,12329.20703,1845.56006,1464.235294117647,0.05240773382352942,3.481147058823529E-5,4233.382352941177,8785.68456161559,6.3024077338235305,4202.735294117647,8791.93456161559
2022-06-10 12:00:00,30005.4,30177.4,29200.0,29438.2,167438.993,2022-06-10 15:59:59,9.289E-5,83505.511,2.0045014678699578,0.662615821,1555.9,4037.38989,103.321,32419.98047,26.02,12329.20703,1834.98999,2082.6470588235293,0.09460492823529412,4.327058823529412E-5,6004.176470588235,20166.447118798824,6.344604928235293,8251.588235294117,20172.697118798824
2022-06-10 16:00:00,29438.2,29470.2,28805.0,28970.5,95878.044,2022-06-10 19:59:59,9.289E-5,88502.903,2.6186306496497456,1.2514884623,1563.9,3912.0,104.145,31518.96094,28.81,11864.80078,1867.84998,2629.074074074074,0.15885695333333333,6.278222222222223E-5,7095.111111111111,29539.65252106296,6.408856953333332,8213.925925925925,29545.90252106296
2022-06-10 20:00:00,28970.6,29398.8,28953.1,29077.7,35669.146,2022-06-10 23:59:59,3.503E-5,88862.833,2.609045105566219,0.7876325678,1582.8,3922.28003,104.159,31560.57031,27.56,11894.13965,1872.04004,2481.842105263158,0.16971513315789477,7.619526315789474E-5,7184.263157894737,28614.18138944737,6.419715133157894,8460.421052631578,28620.43138944737
2022-06-11 00:00:00,29077.7,29300.0,29033.7,29258.4,22825.746,2022-06-11 03:59:59,3.503E-5,87982.23,2.7186086182600313,0.8219215903,1592.5,3922.28003,104.159,31560.57031,27.56,11894.13965,1871.69995,936.8125,0.05506832156250001,5.5563125000000005E-5,3669.09375,6816.388591135001,6.3050683215625005,3595.625,6822.638591135001
2022-06-11 04:00:00,29258.5,29427.9,29234.1,29309.0,22706.213,2022-06-11 07:59:59,1.762E-5,88784.673,2.8017074981440238,0.9765275959,1590.5,3922.28003,104.159,31560.57031,27.56,11894.13965,1871.69995,1505.3333333333333,0.08078144333333331,5.693222222222223E-5,5556.611111111111,8530.679852941112,6.330781443333333,5378.5,8536.929852941112
2022-06-11 08:00:00,29309.0,29329.8,28550.0,28723.9,103243.737,2022-06-11 11:59:59,1.762E-5,88765.278,2.7494669509594885,0.4420564576,1589.7,3922.28003,104.159,31560.57031,27.56,11894.13965,1871.69995,1367.5666666666666,0.057922083000000006,3.961166666666667E-5,4248.533333333334,11681.162663167665,6.307922083,3785.4,11687.412663167665
2022-06-11 12:00:00,28723.9,28865.4,28227.7,28392.3,129264.554,2022-06-11 15:59:59,3.79E-6,90784.698,2.5575827504146535,0.9918542131,1645.8,3922.28003,104.159,31560.57031,27.56,11894.13965,1871.69995,1551.0344827586207,0.08567897206896548,6.378275862068966E-5,5577.620689655172,16077.995421314135,6.3356789720689655,5600.3448275862065,16084.245421314135
2022-06-11 16:00:00,28392.6,28786.9,28080.0,28581.0,76696.495,2022-06-11 19:59:59,6.606E-5,90600.745,2.5221001046721856,1.2728514259,1691.9,3922.28003,104.159,31560.57031,27.56,11894.13965,1871.69995,2192.590909090909,0.09781375545454546,4.4498636363636374E-5,6292.409090909091,27851.897725375904,6.347813755454545,7094.090909090909,27858.147725375904
2022-06-11 20:00:00,28581.1,28684.6,28238.0,28416.7,36631.069,2022-06-11 23:59:59,6.606E-5,90248.177,2.5683262711864407,0.4285486046,1674.2,3922.28003,104.159,31560.57031,27.56,11894.13965,1871.69995,1681.9130434782608,0.07345155782608695,4.3067391304347824E-5,4575.04347826087,17965.923486487387,6.323451557826087,5514.130434782609,17972.173486487387
2022-06-12 00:00:00,28416.6,28530.3,27244.9,27538.2,112863.926,2022-06-12 03:59:59,6.606E-5,89778.58,2.6414232897446714,1.4596246734,1682.7,3922.28003,104.159,31560.57031,27.56,11894.13965,1871.69995,1175.4782608695652,0.05162222695652174,4.1759565217391314E-5,3577.8260869565215,16536.958214730428,6.301622226956522,4526.347826086957,16543.208214730428
2022-06-12 04:00:00,27538.2,27673.4,27162.7,27629.4,69180.569,2022-06-12 07:59:59,1.0E-4,87014.773,2.3244831006332496,1.2919592338,1706.7,3922.28003,104.159,31560.57031,27.56,11894.13965,1871.69995,1377.842105263158,0.07656823421052632,6.228999999999997E-5,5482.894736842105,17863.08555632421,6.326568234210525,5291.684210526316,17869.33555632421
2022-06-12 08:00:00,27629.5,27698.0,27324.5,27443.8,50142.276,2022-06-12 11:59:59,1.0E-4,87933.459,2.311698796359722,1.6780598329,1701.5,3922.28003,104.159,31560.57031,27.56,11894.13965,1871.69995,1311.4074074074074,0.055053736666666665,4.1145185185185186E-5,4151.740740740741,16636.185237428886,6.305053736666666,3803.074074074074,16642.435237428886
2022-06-12 12:00:00,27443.9,28337.7,26850.0,28077.8,152771.167,2022-06-12 15:59:59,5.63E-6,89065.706,2.218974312672114,0.6228404514,1692.9,3922.28003,104.159,31560.57031,27.56,11894.13965,1871.69995,2367.684210526316,0.09388792736842104,3.9596315789473684E-5,6134.0526315789475,21787.27595011053,6.343887927368421,7812.210526315789,21793.52595011053
2022-06-12 16:00:00,28077.8,28234.4,27404.0,27410.0,75610.28,2022-06-12 19:59:59,5.63E-6,87752.406,2.3173006134969327,1.0212341349,1672.9,3922.28003,104.159,31560.57031,27.56,11894.13965,1871.69995,2634.9444444444443,0.12467091833333331,4.827277777777778E-5,7052.666666666667,28655.911014078334,6.374670918333332,8798.055555555555,28662.161014078334
2022-06-12 20:00:00,27410.0,27545.4,26538.7,26564.7,100265.913,2022-06-12 23:59:59,4.39E-6,85752.222,2.182561177288306,0.8630997031,1678.9,3922.28003,104.159,31560.57031,27.56,11894.13965,1871.69995,1639.7619047619048,0.07388452380952382,4.515047619047619E-5,5287.619047619048,12646.84832765238,6.323884523809523,5397.0,12653.09832765238
2022-06-13 00:00:00,26564.7,26877.0,24864.2,25500.0,287621.507,2022-06-13 03:59:59,4.39E-6,86034.225,2.3661277865075774,0.7626369047,1687.9,3922.28003,104.159,31560.57031,27.56,11894.13965,1877.42004,1786.1052631578948,0.09735041315789475,5.393578947368422E-5,5660.0526315789475,38272.74537424473,6.347350413157894,6080.736842105263,38278.99537424473
2022-06-13 04:00:00,25499.9,26241.5,24552.0,24801.2,223032.813,2022-06-13 07:59:59,5.616E-5,84347.178,2.023699043124918,0.8272508473,1709.9,3922.28003,104.159,31560.57031,27.56,11894.13965,1863.51001,1614.25,0.093224374,6.231300000000001E-5,5974.2,46055.01013236151,6.343224374,5514.35,46061.26013236151
2022-06-13 08:00:00,24801.1,24934.3,23464.3,23718.3,345225.993,2022-06-13 11:59:59,-3.182E-5,82992.305,1.9452946840318248,1.1049106348,1744.1,3922.28003,104.159,31560.57031,27.56,11894.13965,1857.35999,1557.0,0.23619032550000002,2.95269E-4,7962.9,49699.90232024899,6.486190325500002,4882.55,49706.15232024899
