open_time,open,high,low,close,volume,close_time,funding,open_interest,long_short_ratio,taker_buy_sell_ratio,btc_dom,spx,dxy,dji,vix,ndx,gold
2022-06-01 20:00:00,30116.5,30151.2,29300.0,29623.6,55555.781,2022-06-01 20:59:59,1.0E-4,87976.783,1.772860073351153,0.702296765,1524.0,4121.77979,102.508,32937.19141,25.49,12618.5498,1847.43005
2022-06-01 21:00:00,29623.5,29759.9,29562.3,29582.7,14707.463,2022-06-01 21:59:59,1.0E-4,84492.23,1.8010788640720432,0.7459010115,1523.5,4121.77979,102.508,32937.19141,25.49,12618.5498,1847.09998
2022-06-01 22:00:00,29582.8,29755.0,29500.0,29731.5,12366.562,2022-06-01 22:59:59,1.0E-4,83719.522,1.7831725101515086,0.4718797948,1519.1,4121.77979,102.508,32937.19141,25.49,12618.5498,1846.88
2022-06-01 23:00:00,29731.4,30072.5,29709.7,29796.9,20706.634,2022-06-01 23:59:59,1.0E-4,83488.762,1.87801764679536,0.7641931356,1516.4,4121.77979,102.508,32937.19141,25.49,12618.5498,1847.18994
2022-06-02 00:00:00,29796.9,29818.3,29566.1,29671.2,17560.479,2022-06-02 00:59:59,-1.452E-5,83554.094,1.9633351249036057,1.5952595927,1518.6,4121.77979,102.508,32937.19141,25.49,12618.5498,1846.04004
2022-06-02 01:00:00,29671.3,29878.8,29629.6,29797.0,8801.135,2022-06-02 01:59:59,-1.452E-5,82471.075,1.9638795208745203,0.8728300471,1515.6,4121.77979,102.508,32937.19141,25.49,12618.5498,1847.23999
2022-06-02 02:00:00,29796.9,29899.9,29761.5,29809.9,6874.906,2022-06-02 02:59:59,-1.452E-5,82619.017,2.0291348959804196,0.4867253151,1514.2,4121.77979,102.508,32937.19141,25.49,12618.5498,1844.89001
2022-06-02 03:00:00,29809.9,29843.9,29690.0,29718.4,8046.347,2022-06-02 03:59:59,-1.452E-5,82692.779,2.040085128277088,1.1958532711,1511.1,4121.77979,102.508,32937.19141,25.49,12618.5498,1844.51001
2022-06-02 04:00:00,29718.5,29812.3,29633.2,29799.9,7348.653,2022-06-02 04:59:59,-1.452E-5,82766.544,1.9857998719473156,0.9159931836,1521.5,4121.77979,102.508,32937.19141,25.49,12618.5498,1844.81006
2022-06-02 05:00:00,29799.8,29877.7,29674.8,29860.0,8316.467,2022-06-02 05:59:59,-1.452E-5,82782.596,2.0058976820737895,0.7702069682,1521.3,4121.77979,102.508,32937.19141,25.49,12618.5498,1845.05005
2022-06-02 06:00:00,29860.0,29967.0,29790.5,29898.6,7778.948,2022-06-02 06:59:59,-1.452E-5,82907.995,2.0053747590429754,1.3029376578,1521.8,4121.77979,102.508,32937.19141,25.49,12618.5498,1848.33997
2022-06-02 07:00:00,29898.6,30113.5,29884.6,29952.8,13589.639,2022-06-02 07:59:59,-1.452E-5,83322.866,2.017713329110488,0.8386247733,1519.1,4121.77979,102.508,32937.19141,25.49,12618.5498,1852.05005
2022-06-02 08:00:00,29952.8,30005.2,29900.0,29922.2,7160.419,2022-06-02 08:59:59,-1.452E-5,83846.271,2.0630722973896405,0.6838564142,1520.4,4121.77979,102.508,32937.19141,25.49,12618.5498,1851.28003
2022-06-02 09:00:00,29922.2,30003.4,29852.1,29917.7,8236.011,2022-06-02 09:59:59,2.265E-5,84020.392,2.0439737230191715,0.6143658553,1520.6,4121.77979,102.508,32937.19141,25.49,12618.5498,1852.08997
2022-06-02 10:00:00,29917.7,30188.8,29845.2,30016.8,16376.673,2022-06-02 10:59:59,2.265E-5,83794.326,1.9670212996468115,1.1772292771,1521.4,4121.77979,102.508,32937.19141,25.49,12618.5498,1854.13
2022-06-02 11:00:00,30016.8,30197.0,29942.0,30157.8,13395.124,2022-06-02 11:59:59,2.265E-5,83965.31,1.9926743159752869,1.3733728042,1518.1,4121.77979,102.508,32937.19141,25.49,12618.5498,1855.42004
2022-06-02 12:00:00,30157.8,30175.0,30028.5,30076.5,9885.949,2022-06-02 12:59:59,2.265E-5,84565.361,1.9578293771424875,1.2118927923,1515.7,4121.77979,102.508,32937.19141,25.49,12618.5498,1855.90002
2022-06-02 13:00:00,30076.5,30288.0,29579.9,29880.4,67068.266,2022-06-02 13:59:59,2.265E-5,85258.508,1.8463062032915425,0.8446192008,1519.5,4121.77979,102.508,32937.19141,25.49,12618.5498,1856.94995
2022-06-02 14:00:00,29880.4,30136.3,29760.0,30041.6,35109.032,2022-06-02 14:59:59,2.265E-5,85748.755,1.7754894851341552,0.8906958131,1531.1,4085.58008,102.172,32648.76953,26.03,12526.55469,1864.03003
2022-06-02 15:00:00,30040.8,30380.0,30023.8,30194.4,32939.848,2022-06-02 15:59:59,2.265E-5,85620.128,1.7372473144285225,1.6561337393,1532.7,4101.08008,102.015,32698.43945,25.21,12599.4043,1865.51001
2022-06-02 16:00:00,30194.4,30399.8,30161.1,30275.9,19143.897,2022-06-02 16:59:59,2.265E-5,86436.517,1.5531970019431849,0.6180783123,1529.2,4126.25977,101.892,32882.57031,24.76,12693.9873,1868.04004
2022-06-02 17:00:00,30275.9,30341.2,30155.0,30180.4,13373.743,2022-06-02 17:59:59,2.107E-5,86409.309,1.5125223934073808,0.6280516415,1528.2,4146.43018,101.775,33008.03125,24.68,12783.78809,1867.89001
2022-06-02 18:00:00,30180.3,30317.0,29948.6,30126.1,14713.529,2022-06-02 18:59:59,2.107E-5,87280.747,1.4564541213063764,0.6185689839,1528.7,4153.91016,101.769,33040.19922,24.65,12829.74512,1868.01001
2022-06-02 19:00:00,30126.0,30288.0,30052.3,30272.2,9240.106,2022-06-02 19:59:59,2.107E-5,86887.74,1.4513742071881606,1.2516525057,1529.4,4150.58984,101.825,33045.19141,25.03,12817.15234,1869.38
2022-06-02 20:00:00,30272.2,30379.8,30230.8,30230.8,7796.277,2022-06-02 20:59:59,2.107E-5,86901.821,1.4731424326571039,0.9916403748,1528.5,4164.6499,101.783,33135.92188,24.75,12852.78418,1869.76001
2022-06-02 21:00:00,30230.9,30369.4,30215.0,30348.1,4645.97,2022-06-02 21:59:59,2.107E-5,86780.24,1.4135220666643735,0.6324961818,1525.9,4164.6499,101.783,33135.92188,24.75,12852.78418,1868.55005
2022-06-02 22:00:00,30348.2,30750.0,30310.0,30469.7,23207.805,2022-06-02 22:59:59,2.107E-5,86811.423,1.4256070260030997,1.70161416,1525.3,4164.6499,101.783,33135.92188,24.75,12852.78418,1869.10999
2022-06-02 23:00:00,30469.7,30633.0,30410.0,30437.1,10315.464,2022-06-02 23:59:59,2.107E-5,85172.502,1.5600396704302717,0.8699034651,1525.2,4164.6499,101.783,33135.92188,24.75,12852.78418,1869.63
2022-06-03 00:00:00,30437.1,30504.4,30330.4,30385.9,9874.551,2022-06-03 00:59:59,2.107E-5,84367.169,1.549510090807831,1.4015368837,1523.9,4164.6499,101.783,33135.92188,24.75,12852.78418,1870.0
2022-06-03 01:00:00,30385.9,30693.2,30375.1,30614.0,14141.162,2022-06-03 01:59:59,-3.378E-5,84880.541,1.5414137641236343,0.6690000087,1527.9,4164.6499,101.783,33135.92188,24.75,12852.78418,1873.44995
2022-06-03 02:00:00,30614.0,30653.0,30513.0,30534.0,6525.777,2022-06-03 02:59:59,-3.378E-5,84408.763,1.5376113216706186,0.9635406775,1524.1,4164.6499,101.783,33135.92188,24.75,12852.78418,1871.91003
2022-06-03 03:00:00,30533.9,30548.5,30446.8,30510.5,6725.415,2022-06-03 03:59:59,-3.378E-5,84819.595,1.4940091998327303,1.6435289207,1529.7,4164.6499,101.783,33135.92188,24.75,12852.78418,1870.30005
2022-06-03 04:00:00,30510.4,30527.0,30400.0,30410.7,6869.502,2022-06-03 04:59:59,-3.378E-5,85239.127,1.5148504060019257,1.8694068272,1530.6,4164.6499,101.783,33135.92188,24.75,12852.78418,1868.94995
2022-06-03 05:00:00,30410.6,30545.1,30390.1,30524.9,5664.249,2022-06-03 05:59:59,-3.378E-5,85512.317,1.482136174914022,0.553409004,1535.3,4164.6499,101.783,33135.92188,24.75,12852.78418,1867.96997
2022-06-03 06:00:00,30524.9,30527.8,30340.6,30349.9,6854.772,2022-06-03 06:59:59,-3.378E-5,85577.186,1.4741536124896244,1.3260186176,1532.9,4164.6499,101.783,33135.92188,24.75,12852.78418,1868.39001
2022-06-03 07:00:00,30350.0,30476.6,30256.9,30424.3,11949.158,2022-06-03 07:59:59,-3.378E-5,85788.913,1.4516145951710755,0.4541980719,1535.2,4164.6499,101.783,33135.92188,24.75,12852.78418,1865.98999
2022-06-03 08:00:00,30424.2,30520.0,30376.9,30428.9,8939.392,2022-06-03 08:59:59,-3.378E-5,86321.386,1.388564464530544,1.6756929914,1538.6,4164.6499,101.783,33135.92188,24.75,12852.78418,1864.73999
2022-06-03 09:00:00,30428.9,30467.7,30150.0,30242.8,20304.69,2022-06-03 09:59:59,-1.456E-5,86468.504,1.36289654257964,1.0146092441,1545.6,4164.6499,101.783,33135.92188,24.75,12852.78418,1864.93005
2022-06-03 10:00:00,30242.8,30260.0,29731.0,29813.6,34777.755,2022-06-03 10:59:59,-1.456E-5,86739.62,1.3561739710048326,1.0222955559,1547.6,4164.6499,101.783,33135.92188,24.75,12852.78418,1864.84998
2022-06-03 11:00:00,29813.5,29946.7,29653.4,29744.0,25510.228,2022-06-03 11:59:59,-1.456E-5,86492.735,1.403733732340455,1.2162238536,1554.3,4164.6499,101.783,33135.92188,24.75,12852.78418,1866.32996
2022-06-03 12:00:00,29744.0,29880.0,29441.7,29520.2,38856.752,2022-06-03 12:59:59,-1.456E-5,85429.374,1.581505287940506,0.6484460445,1554.7,4164.6499,101.783,33135.92188,24.75,12852.78418,1863.98999
2022-06-03 13:00:00,29520.2,29764.3,29417.7,29705.0,33750.99,2022-06-03 13:59:59,-1.456E-5,85159.28,1.6823602532727344,0.7197759444,1554.4,4164.6499,101.925,33135.92188,24.75,12852.78418,1858.51001
2022-06-03 14:00:00,29704.9,29755.0,29220.0,29462.2,31516.36,2022-06-03 14:59:59,-1.456E-5,85847.207,1.8184602450156138,1.1851010563,1548.8,4134.10986,101.861,33055.64844,25.28,12692.88574,1864.81006
2022-06-03 15:00:00,29462.2,29576.0,29325.1,29486.7,19659.315,2022-06-03 15:59:59,-1.456E-5,85093.422,1.9127230571771623,0.7477096327,1543.4,4115.25,102.086,32981.82031,25.34,12567.99219,1857.69995
2022-06-03 16:00:00,29486.8,29550.0,29381.6,29528.2,11667.699,2022-06-03 16:59:59,-1.456E-5,84573.415,1.9924361144194405,1.0415506042,1546.6,4107.1499,102.223,32901.78906,25.46,12545.22754,1851.93994
2022-06-03 17:00:00,29527.5,29677.0,29418.6,29488.3,15661.995,2022-06-03 17:59:59,6.937E-5,84824.003,2.057311544544017,1.5820569171,1545.3,4124.25,102.069,33031.62891,25.09,12603.01074,1850.97998
2022-06-03 18:00:00,29488.2,29546.0,29450.0,29533.7,6160.446,2022-06-03 18:59:59,6.937E-5,84463.467,2.160343922289315,0.8738375082,1549.6,4110.47998,102.168,32936.80859,25.2,12548.21484,1849.15002
2022-06-03 19:00:00,29533.6,29616.0,29476.1,29560.5,7914.808,2022-06-03 19:59:59,6.937E-5,84334.936,2.185128452011029,1.1746865195,1550.9,4118.33008,102.139,32979.16016,24.87,12575.70117,1851.0
2022-06-03 20:00:00,29560.4,29750.0,29545.4,29648.5,8340.255,2022-06-03 20:59:59,6.937E-5,84551.084,2.2105378704720087,1.4783057285,1550.2,4105.27979,102.147,32870.80078,25.32,12529.44727,1850.85999
2022-06-03 21:00:00,29648.5,29849.0,29632.9,29789.0,8628.468,2022-06-03 21:59:59,6.937E-5,84283.493,2.290695294197921,0.8879352631,1547.5,4105.27979,102.147,32870.80078,25.32,12529.44727,1851.47998
2022-06-03 22:00:00,29788.9,29878.1,29681.1,29719.5,9927.157,2022-06-03 22:59:59,6.937E-5,84484.013,2.3753857841508,0.620861259,1538.4,4105.27979,102.147,32870.80078,25.32,12529.44727,1851.47998
2022-06-03 23:00:00,29719.4,29733.3,29627.4,29682.8,6889.481,2022-06-03 23:59:59,6.937E-5,84102.436,2.253413561675538,0.8520083311,1539.7,4105.27979,102.147,32870.80078,25.32,12529.44727,1851.47998
2022-06-04 00:00:00,29682.8,29750.9,29660.8,29697.9,5699.896,2022-06-04 00:59:59,6.937E-5,83715.47,2.2405714813276094,0.5972278772,1543.2,4105.27979,102.147,32870.80078,25.32,12529.44727,1851.47998
2022-06-04 01:00:00,29697.8,29726.9,29523.3,29573.3,9367.56,2022-06-04 01:59:59,2.7E-6,84045.895,2.2356028141256274,1.5124622098,1545.2,4105.27979,102.147,32870.80078,25.32,12529.44727,1851.47998
2022-06-04 02:00:00,29573.3,29611.9,29465.0,29555.6,8767.841,2022-06-04 02:59:59,2.7E-6,84022.797,2.17190011546037,0.9304089645,1553.0,4105.27979,102.147,32870.80078,25.32,12529.44727,1851.47998
2022-06-04 03:00:00,29555.5,29633.9,29531.2,29543.2,4910.258,2022-06-04 03:59:59,2.7E-6,83618.356,2.1563967136150235,1.8746570035,1556.2,4105.27979,102.147,32870.80078,25.32,12529.44727,1851.47998
2022-06-04 04:00:00,29543.3,29732.1,29529.7,29700.0,9472.201,2022-06-04 04:59:59,2.7E-6,83961.698,2.1384714996985865,1.3660954941,1558.4,4105.27979,102.147,32870.80078,25.32,12529.44727,1851.47998
2022-06-04 05:00:00,29699.9,29709.6,29639.7,29668.5,3410.079,2022-06-04 05:59:59,2.7E-6,84178.019,2.1966900063653725,1.4481663444,1548.9,4105.27979,102.147,32870.80078,25.32,12529.44727,1851.47998
2022-06-04 06:00:00,29668.5,29700.3,29634.1,29682.0,4061.624,2022-06-04 06:59:59,2.7E-6,84264.434,2.172317779673957,0.7204151165,1545.0,4105.27979,102.147,32870.80078,25.32,12529.44727,1851.47998
2022-06-04 07:00:00,29681.9,29698.9,29626.5,29690.5,4093.802,2022-06-04 07:59:59,2.7E-6,84659.68,2.1843887344156427,0.8628006894,1543.5,4105.27979,102.147,32870.80078,25.32,12529.44727,1851.47998
2022-06-04 08:00:00,29690.4,29794.1,29665.0,29734.9,7866.603,2022-06-04 08:59:59,4.795E-5,84587.961,2.161278871114464,2.7889825169,1545.5,4105.27979,102.147,32870.80078,25.32,12529.44727,1851.47998
2022-06-04 09:00:00,29735.0,29759.0,29656.3,29712.7,5371.507,2022-06-04 09:59:59,4.795E-5,84683.263,2.213188249076327,1.2073613991,1542.0,4105.27979,102.147,32870.80078,25.32,12529.44727,1851.47998
2022-06-04 10:00:00,29712.6,29768.6,29685.2,29714.6,4708.003,2022-06-04 10:59:59,4.795E-5,84609.527,2.1604344179064943,1.1578023276,1545.0,4105.27979,102.147,32870.80078,25.32,12529.44727,1851.47998
2022-06-04 11:00:00,29714.6,29729.4,29575.0,29669.7,7050.603,2022-06-04 11:59:59,4.795E-5,84811.176,2.137762100725064,0.9501164976,1546.0,4105.27979,102.147,32870.80078,25.32,12529.44727,1851.47998
2022-06-04 12:00:00,29669.8,29690.1,29500.0,29520.5,10946.409,2022-06-04 12:59:59,4.795E-5,84670.886,2.086557039199691,1.8440154606,1550.3,4105.27979,102.147,32870.80078,25.32,12529.44727,1851.47998
2022-06-04 13:00:00,29520.5,29646.6,29507.9,29590.2,7844.648,2022-06-04 13:59:59,4.795E-5,84542.048,2.010483753308739,0.5506397401,1552.6,4105.27979,102.147,32870.80078,25.32,12529.44727,1851.47998
2022-06-04 14:00:00,29590.2,29988.0,29456.0,29765.2,29965.681,2022-06-04 14:59:59,4.795E-5,84161.412,2.055277859453102,2.0424808754,1548.9,4105.27979,102.147,32870.80078,25.32,12529.44727,1851.47998
2022-06-04 15:00:00,29765.2,29878.2,29732.9,29839.9,11012.188,2022-06-04 15:59:59,4.795E-5,82659.279,2.1258379578246394,0.9257904394,1547.6,4105.27979,102.147,32870.80078,25.32,12529.44727,1851.47998
2022-06-04 16:00:00,29839.9,29844.9,29730.0,29737.1,6169.192,2022-06-04 16:59:59,4.795E-5,83037.267,2.056706768848739,1.5656168033,1544.9,4105.27979,102.147,32870.80078,25.32,12529.44727,1851.47998
2022-06-04 17:00:00,29737.0,29742.9,29592.4,29693.5,11520.903,2022-06-04 17:59:59,5.506E-5,82912.021,1.982188136509124,0.9825712569,1551.7,4105.27979,102.147,32870.80078,25.32,12529.44727,1851.47998
2022-06-04 18:00:00,29693.4,29779.9,29693.4,29755.6,5253.871,2022-06-04 18:59:59,5.506E-5,82715.234,2.082525532283192,1.0059462601,1545.1,4105.27979,102.147,32870.80078,25.32,12529.44727,1851.47998
2022-06-04 19:00:00,29755.6,29764.3,29612.9,29642.6,5125.153,2022-06-04 19:59:59,5.506E-5,82777.242,2.073244839029436,0.8069819193,1543.0,4105.27979,102.147,32870.80078,25.32,12529.44727,1851.47998
2022-06-04 20:00:00,29642.6,29740.7,29615.4,29739.0,4648.626,2022-06-04 20:59:59,5.506E-5,82647.767,2.0783218291630714,1.6656152724,1542.0,4105.27979,102.147,32870.80078,25.32,12529.44727,1851.47998
2022-06-04 21:00:00,29739.0,29859.5,29731.1,29831.1,5588.35,2022-06-04 21:59:59,5.506E-5,82558.5,2.097083586494228,1.5396845653,1541.0,4105.27979,102.147,32870.80078,25.32,12529.44727,1851.47998
2022-06-04 22:00:00,29831.1,29968.7,29773.0,29794.6,10318.42,2022-06-04 22:59:59,5.506E-5,82732.847,2.0718678272920186,2.8319175985,1537.0,4105.27979,102.147,32870.80078,25.32,12529.44727,1851.47998
2022-06-04 23:00:00,29794.6,29859.9,29756.5,29848.4,4347.116,2022-06-04 23:59:59,5.506E-5,82486.807,1.99609283757671,0.6637850709,1531.2,4105.27979,102.147,32870.80078,25.32,12529.44727,1851.47998
2022-06-05 00:00:00,29848.5,29884.9,29702.7,29725.0,6841.13,2022-06-05 00:59:59,5.506E-5,82562.405,2.0107979815258297,1.2728960953,1529.5,4105.27979,102.147,32870.80078,25.32,12529.44727,1851.47998
2022-06-05 01:00:00,29724.9,29742.0,29663.0,29679.0,6012.024,2022-06-05 01:59:59,4.358E-5,82583.397,1.9811941502345425,0.444807279,1530.6,4105.27979,102.147,32870.80078,25.32,12529.44727,1851.47998
2022-06-05 02:00:00,29678.9,29790.2,29667.5,29780.9,4462.567,2022-06-05 02:59:59,4.358E-5,82791.5,2.020457280385078,0.8316105629,1543.5,4105.27979,102.147,32870.80078,25.32,12529.44727,1851.47998
2022-06-05 03:00:00,29780.9,29812.0,29725.5,29756.2,3327.369,2022-06-05 03:59:59,4.358E-5,82869.742,2.0186811535075475,0.8990435139,1541.8,4105.27979,102.147,32870.80078,25.32,12529.44727,1851.47998
2022-06-05 04:00:00,29755.8,29767.8,29670.7,29704.9,5097.056,2022-06-05 04:59:59,4.358E-5,82536.823,2.0130515848353014,1.1263458326,1537.4,4105.27979,102.147,32870.80078,25.32,12529.44727,1851.47998
2022-06-05 05:00:00,29705.0,29809.7,29705.0,29777.3,4633.621,2022-06-05 05:59:59,4.358E-5,82906.735,2.0313872384396796,0.6966329892,1536.0,4105.27979,102.147,32870.80078,25.32,12529.44727,1851.47998
2022-06-05 06:00:00,29777.2,29779.3,29718.0,29721.2,2961.623,2022-06-05 06:59:59,4.358E-5,83229.204,2.0114301585266845,0.5614552136,1533.4,4105.27979,102.147,32870.80078,25.32,12529.44727,1851.47998
2022-06-05 07:00:00,29721.3,29800.0,29630.3,29630.6,7350.955,2022-06-05 07:59:59,4.358E-5,83264.311,1.9884582803896653,0.7459907391,1533.4,4105.27979,102.147,32870.80078,25.32,12529.44727,1851.47998
2022-06-05 08:00:00,29630.6,29728.4,29630.0,29678.1,5586.443,2022-06-05 08:59:59,4.358E-5,83310.637,2.0098127437117026,0.7465823382,1531.6,4105.27979,102.147,32870.80078,25.32,12529.44727,1851.47998
2022-06-05 09:00:00,29678.1,29680.5,29524.0,29626.2,11605.261,2022-06-05 09:59:59,2.828E-5,83437.737,2.0156336292960617,0.5812605528,1531.3,4105.27979,102.147,32870.80078,25.32,12529.44727,1851.47998
2022-06-05 10:00:00,29626.3,29698.6,29580.6,29628.7,6065.379,2022-06-05 10:59:59,2.828E-5,83250.713,2.032365020963464,1.1122006961,1533.8,4105.27979,102.147,32870.80078,25.32,12529.44727,1851.47998
2022-06-05 11:00:00,29628.6,29733.1,29573.6,29700.7,7133.759,2022-06-05 11:59:59,2.828E-5,83041.712,2.0023584905660377,0.5019408517,1535.2,4105.27979,102.147,32870.80078,25.32,12529.44727,1851.47998
2022-06-05 12:00:00,29700.7,29777.0,29655.7,29703.3,6163.455,2022-06-05 12:59:59,2.828E-5,82909.649,1.9868931027297354,1.6886357032,1533.2,4105.27979,102.147,32870.80078,25.32,12529.44727,1851.47998
2022-06-05 13:00:00,29703.2,29740.7,29626.0,29647.4,5031.658,2022-06-05 13:59:59,2.828E-5,82871.449,1.978471430052888,0.7705189836,1532.7,4105.27979,102.147,32870.80078,25.32,12529.44727,1851.47998
2022-06-05 14:00:00,29647.4,29835.8,29611.3,29771.4,11476.392,2022-06-05 14:59:59,2.828E-5,82877.317,1.9666866312811087,1.1223661334,1536.7,4105.27979,102.147,32870.80078,25.32,12529.44727,1851.47998
2022-06-05 15:00:00,29771.4,29975.0,29761.8,29958.3,16601.124,2022-06-05 15:59:59,2.828E-5,83248.853,1.8943524141966466,0.5294746156,1534.2,4105.27979,102.147,32870.80078,25.32,12529.44727,1851.47998
2022-06-05 16:00:00,29958.4,30250.0,29746.4,29858.8,29984.593,2022-06-05 16:59:59,4.753E-5,82795.925,1.7796512521124597,1.6869434105,1530.0,4105.27979,102.147,32870.80078,25.32,12529.44727,1851.47998
2022-06-05 17:00:00,29858.9,30128.4,29829.2,30011.3,17124.995,2022-06-05 17:59:59,4.753E-5,82251.471,1.8600382175963572,0.9747230275,1535.6,4105.27979,102.147,32870.80078,25.32,12529.44727,1851.47998
2022-06-05 18:00:00,30011.3,30080.0,29965.2,29985.5,7082.515,2022-06-05 18:59:59,4.753E-5,82262.413,1.7491079739373254,1.1481616288,1525.5,4105.27979,102.147,32870.80078,25.32,12529.44727,1851.47998
2022-06-05 19:00:00,29985.6,30094.2,29940.0,30036.3,5411.237,2022-06-05 19:59:59,4.753E-5,82585.102,1.7081642284096272,1.3436530677,1529.3,4105.27979,102.147,32870.80078,25.32,12529.44727,1851.47998
2022-06-05 20:00:00,30036.3,30123.8,29923.7,29929.5,6412.831,2022-06-05 20:59:59,4.753E-5,82538.588,1.7252033138253402,0.6514518834,1527.0,4105.27979,102.147,32870.80078,25.32,12529.44727,1851.47998
2022-06-05 21:00:00,29929.5,29977.6,29794.6,29947.9,10392.578,2022-06-05 21:59:59,4.753E-5,82559.67,1.6996718962136068,0.929112797,1528.0,4105.27979,102.147,32870.80078,25.32,12529.44727,1851.47998
2022-06-05 22:00:00,29948.0,30056.0,29859.5,30005.2,12035.678,2022-06-05 22:59:59,4.753E-5,82622.071,1.7917077596749378,1.4270463757,1527.4,4105.27979,102.147,32870.80078,25.32,12529.44727,1850.65002
