calc_time,funding_interval_hours,last_funding_rate
1654041600000,8,0.00010000
1654070400011,8,0.00010000
1654099200000,8,0.00010000
1654128000000,8,-0.00001452
1654156800006,8,0.00002265
1654185600021,8,0.00002107
1654214400016,8,-0.00003378
1654243200016,8,-0.00001456
1654272000012,8,0.00006937
1654300800005,8,0.00000270
1654329600000,8,0.00004795
1654358400007,8,0.00005506
1654387200005,8,0.00004358
1654416000015,8,0.00002828
1654444800000,8,0.00004753
1654473600000,8,0.00006036
1654502400017,8,0.00009656
1654531200000,8,0.00010000
1654560000000,8,0.00010000
1654588800011,8,-0.00010234
1654617600000,8,-0.00003705
1654646400008,8,0.00010000
1654675200020,8,0.00010000
1654704000012,8,0.00010000
1654732800000,8,0.00010000
1654761600000,8,0.00009106
1654790400000,8,0.00010000
1654819200009,8,0.00010000
1654848000000,8,0.00009289
1654876800006,8,0.00003503
1654905600018,8,0.00001762
1654934400014,8,0.00000379
1654963200000,8,0.00006606
1654992000015,8,0.00010000
1655020800019,8,0.00000563
1655049600010,8,0.00000439
1655078400009,8,0.00005616
1655107200000,8,-0.00003182
1655136000007,8,-0.00000580
1655164800013,8,0.00004088
1655193600008,8,-0.00010037
1655222400006,8,-0.00005186
1655251200000,8,-0.00002077
1655280000016,8,-0.00007240
1655308800008,8,-0.00000666
1655337600009,8,-0.00004114
1655366400016,8,0.00004475
1655395200000,8,-0.00005277
1655424000008,8,-0.00002222
1655452800003,8,-0.00009486
1655481600000,8,0.00005092
1655510400020,8,0.00007356
1655539200025,8,0.00004575
1655568000014,8,0.00005227
1655596800012,8,0.00004243
1655625600012,8,-0.00004559
1655654400008,8,0.00007239
1655683200016,8,0.00000873
1655712000000,8,-0.00000540
1655740800013,8,0.00006080
1655769600012,8,0.00010000
1655798400018,8,0.00004967
1655827200010,8,0.00002028
1655856000000,8,0.00000178
1655884800001,8,-0.00002982
1655913600012,8,-0.00001640
1655942400000,8,-0.00000872
1655971200000,8,-0.00001577
1656000000016,8,-0.00002656
1656028800005,8,0.00006006
1656057600004,8,0.00010000
1656086400018,8,0.00010000
1656115200001,8,0.00002621
1656144000010,8,0.00010000
1656172800000,8,0.00010000
1656201600002,8,0.00010000
1656230400016,8,0.00010000
1656259200006,8,0.00000669
1656288000008,8,0.00007820
1656316800000,8,0.00003533
1656345600016,8,0.00006102
1656374400016,8,-0.00002586
1656403200001,8,-0.00005613
1656432000005,8,0.00002435
1656460800000,8,0.00004188
1656489600013,8,0.00008335
1656518400000,8,0.00005319
1656547200000,8,0.00000324
1656576000000,8,-0.00005159
1656604800000,8,-0.00015879
1656633600001,8,-0.00008786
1656662400017,8,0.00003106
1656691200005,8,-0.00008061
1656720000000,8,-0.00002913
1656748800000,8,0.00005218
1656777600008,8,0.00002120
1656806400015,8,0.00003570
1656835200004,8,0.00004779
1656864000005,8,0.00007251
1656892800021,8,0.00007792
1656921600001,8,0.00004630
1656950400000,8,0.00002248
1656979200000,8,0.00005291
1657008000000,8,0.00010000
1657036800015,8,0.00000120
1657065600006,8,0.00010000
1657094400000,8,0.00010000
1657123200000,8,0.00008373
1657152000010,8,0.00005274
1657180800010,8,0.00010000
1657209600011,8,0.00010000
1657238400008,8,0.00000212
1657267200009,8,0.00010000
1657296000000,8,0.00010000
1657324800000,8,0.00010000
1657353600000,8,0.00010000
1657382400009,8,0.00006143
1657411200001,8,0.00009962
1657440000002,8,0.00010000
1657468800001,8,0.00010000
1657497600000,8,0.00004543
1657526400003,8,0.00007236
1657555200001,8,0.00008500
1657584000000,8,0.00008003
1657612800021,8,0.00006433
1657641600000,8,0.00002667
1657670400012,8,-0.00001204
1657699200022,8,0.00000617
1657728000005,8,-0.00001218
1657756800017,8,5.7E-7
1657785600001,8,0.00010000
1657814400000,8,0.00003451
1657843200004,8,0.00009257
1657872000019,8,0.00001401
1657900800017,8,0.00001601
1657929600021,8,0.00006055
1657958400014,8,0.00007996
1657987200005,8,0.00000800
1658016000000,8,0.00008038
1658044800003,8,0.00010000
1658073600007,8,0.00008709
1658102400001,8,0.00010000
1658131200004,8,0.00010000
1658160000019,8,0.00010000
1658188800000,8,0.00010000
1658217600000,8,0.00010000
1658246400001,8,0.00010000
1658275200004,8,0.00010000
1658304000000,8,0.00010000
1658332800003,8,0.00008118
1658361600000,8,0.00010000
1658390400018,8,0.00010000
1658419200011,8,0.00010000
1658448000014,8,0.00010000
1658476800000,8,0.00010000
1658505600000,8,0.00005172
1658534400004,8,0.00009043
1658563200002,8,0.00001021
1658592000001,8,0.00010000
1658620800000,8,0.00003770
1658649600011,8,0.00010000
1658678400000,8,0.00008293
1658707200000,8,0.00010000
1658736000014,8,0.00001238
1658764800006,8,0.00002319
1658793600010,8,0.00010000
1658822400000,8,0.00003654
1658851200000,8,0.00008659
1658880000008,8,0.00004591
1658908800000,8,0.00005085
1658937600003,8,0.00002951
1658966400009,8,0.00009229
1658995200008,8,0.00010000
1659024000013,8,0.00010000
1659052800000,8,0.00010000
1659081600000,8,0.00010000
1659110400000,8,0.00010000
1659139200005,8,0.00010000
1659168000009,8,0.00010000
1659196800000,8,0.00010000
1659225600022,8,0.00010000
1659254400011,8,0.00010000
1659283200019,8,0.00006281
1659312000010,8,0.00010000
1659340800019,8,0.00010000
1659369600017,8,0.00006449
1659398400000,8,0.00010000
1659427200007,8,0.00009733
1659456000014,8,0.00005885
1659484800001,8,0.00000328
1659513600020,8,-0.00003960
1659542400008,8,0.00004382
1659571200001,8,-0.00000191
1659600000009,8,0.00001778
1659628800015,8,0.00001436
1659657600005,8,0.00001692
1659686400000,8,0.00006774
1659715200000,8,0.00002115
1659744000021,8,0.00006888
1659772800000,8,0.00008589
1659801600015,8,0.00010000
1659830400013,8,0.00010000
1659859200000,8,-0.00000737
1659888000014,8,0.00002401
1659916800009,8,0.00010000
1659945600006,8,0.00002790
1659974400000,8,0.00010000
1660003200020,8,0.00010000
1660032000000,8,0.00007920
1660060800000,8,0.00010000
1660089600000,8,-0.00001314
1660118400016,8,0.00000581
1660147200018,8,0.00009440
1660176000012,8,0.00007206
1660204800000,8,0.00010000
1660233600000,8,0.00004911
1660262400006,8,0.00009024
1660291200000,8,0.00001412
1660320000005,8,-0.00003384
1660348800012,8,-0.00003559
1660377600006,8,0.00008455
1660406400018,8,0.00002154
1660435200000,8,0.00002396
1660464000000,8,-0.00000333
1660492800000,8,0.00001239
1660521600010,8,-0.00003766
1660550400002,8,0.00001077
1660579200010,8,-0.00001339
1660608000010,8,0.00003243
1660636800002,8,0.00000156
1660665600000,8,0.00002870
1660694400020,8,0.00000466
1660723200016,8,0.00000262
1660752000001,8,0.00009364
1660780800005,8,0.00008391
1660809600012,8,0.00010000
1660838400013,8,0.00007171
1660867200000,8,0.00010000
1660896000000,8,0.00002108
1660924800009,8,-0.00006746
1660953600000,8,0.00001070
1660982400005,8,-0.00006722
1661011200000,8,-0.00004567
1661040000010,8,-0.00001957
1661068800013,8,-0.00003589
1661097600000,8,-0.00003234
1661126400011,8,-0.00008092
1661155200005,8,-0.00003215
1661184000005,8,0.00004021
1661212800000,8,-0.00003345
1661241600021,8,-0.00004031
1661270400005,8,0.00000846
1661299200017,8,0.00002509
1661328000021,8,-0.00004353
1661356800000,8,-0.00003538
1661385600003,8,0.00000128
1661414400000,8,0.00001547
1661443200004,8,0.00004481
1661472000001,8,-0.00001707
1661500800004,8,0.00003207
1661529600000,8,0.00002599
1661558400010,8,-0.00002808
1661587200007,8,-0.00006290
1661616000008,8,-0.00004396
1661644800019,8,-0.00001396
1661673600000,8,-0.00008758
1661702400000,8,-0.00002443
1661731200000,8,-0.00013623
1661760000000,8,-0.00010056
1661788800001,8,-0.00006193
1661817600001,8,0.00001123
1661846400005,8,-0.00003356
1661875200010,8,-0.00005903
1661904000000,8,-0.00002089
1661932800005,8,0.00005779
1661961600013,8,0.00004950
1661990400012,8,0.00009390
1662019200000,8,0.00002266
1662048000013,8,0.00003630
1662076800002,8,0.00002498
1662105600013,8,0.00004905
1662134400000,8,0.00004443
1662163200000,8,-0.00000199
1662192000002,8,0.00009442
1662220800007,8,0.00001115
1662249600008,8,0.00000588
1662278400009,8,0.00005463
1662307200000,8,0.00002119
1662336000015,8,0.00008292
1662364800013,8,-0.00000737
1662393600007,8,0.00004712
1662422400018,8,-0.00000245
1662451200020,8,0.00000343
1662480000028,8,0.00003473
1662508800013,8,-0.00008601
1662537600022,8,0.00002729
1662566400021,8,-0.00003480
1662595200010,8,0.00000620
1662624000000,8,0.00003327
1662652800003,8,0.00005667
1662681600011,8,0.00001312
1662710400000,8,0.00010000
1662739200000,8,0.00010000
1662768000003,8,0.00010000
1662796800000,8,0.00009764
1662825600012,8,0.00010000
1662854400009,8,0.00007115
1662883200012,8,0.00010000
1662912000005,8,0.00006712
1662940800007,8,0.00010000
1662969600013,8,0.00008246
1662998400000,8,0.00010000
1663027200004,8,0.00009965
1663056000000,8,0.00010000
1663084800000,8,0.00010000
1663113600000,8,-0.00003953
1663142400000,8,0.00000727
1663171200000,8,0.00001004
1663200000019,8,0.00000324
1663228800012,8,0.00010000
1663257600007,8,0.00000813
1663286400000,8,0.00008055
1663315200000,8,0.00004349
1663344000000,8,0.00002919
1663372800000,8,0.00003024
1663401600012,8,0.00004336
1663430400017,8,0.00001467
1663459200000,8,0.00006428
1663488000004,8,0.00007820
1663516800000,8,0.00003564
1663545600018,8,0.00003581
1663574400006,8,-0.00009289
1663603200010,8,0.00000600
1663632000007,8,0.00007813
1663660800001,8,0.00005855
1663689600000,8,0.00001721
1663718400001,8,0.00005185
1663747200005,8,0.00001478
1663776000000,8,0.00002732
1663804800000,8,-0.00011779
1663833600000,8,-0.00006911
1663862400011,8,0.00007743
1663891200023,8,0.00007261
1663920000004,8,0.00002959
1663948800005,8,-0.00005008
1663977600000,8,0.00002947
1664006400005,8,0.00001676
1664035200000,8,0.00005345
1664064000010,8,0.00000999
1664092800000,8,0.00003653
1664121600003,8,0.00002593
1664150400001,8,-0.00000660
1664179200006,8,0.00003696
1664208000000,8,0.00004497
1664236800026,8,0.00002244
1664265600004,8,0.00010000
1664294400006,8,0.00008538
1664323200011,8,0.00001141
1664352000000,8,-0.00001071
1664380800000,8,0.00005332
1664409600010,8,0.00005681
1664438400000,8,0.00007641
1664467200000,8,0.00006685
1664496000006,8,0.00010000
1664524800002,8,0.00010000
1664553600007,8,0.00010000
1664582400008,8,0.00003198
1664611200011,8,0.00010000
1664640000000,8,0.00007005
1664668800000,8,0.00004262
1664697600000,8,0.00005816
1664726400006,8,0.00005384
1664755200000,8,0.00003996
1664784000014,8,0.00008316
1664812800010,8,0.00010000
1664841600006,8,0.00010000
1664870400004,8,0.00010000
1664899200013,8,0.00010000
1664928000000,8,0.00010000
1664956800000,8,0.00010000
1664985600012,8,0.00010000
1665014400008,8,0.00010000
1665043200002,8,0.00010000
1665072000006,8,0.00010000
1665100800000,8,0.00010000
1665129600000,8,0.00010000
1665158400007,8,0.00007513
1665187200010,8,0.00003850
1665216000004,8,0.00007345
1665244800018,8,0.00004149
1665273600000,8,0.00003246
1665302400007,8,0.00001776
1665331200011,8,0.00001951
1665360000018,8,0.00006241
1665388800000,8,0.00006069
1665417600026,8,0.00010000
1665446400020,8,0.00010000
1665475200027,8,0.00010000
1665504000000,8,0.00010000
1665532800014,8,0.00010000
1665561600000,8,0.00010000
1665590400000,8,0.00010000
1665619200013,8,0.00007466
1665648000016,8,0.00010000
1665676800009,8,0.00003936
1665705600020,8,0.00003235
1665734400000,8,0.00010000
1665763200009,8,0.00008395
1665792000001,8,0.00004317
1665820800005,8,0.00003772
1665849600004,8,0.00004563
1665878400012,8,0.00002735
1665907200000,8,0.00000461
1665936000010,8,0.00003394
1665964800012,8,0.00000331
1665993600010,8,0.00004840
1666022400017,8,0.00006458
1666051200010,8,0.00010000
1666080000008,8,0.00010000
1666108800000,8,0.00010000
1666137600007,8,0.00007598
1666166400022,8,0.00010000
1666195200016,8,0.00010000
1666224000000,8,0.00010000
1666252800013,8,0.00006021
1666281600000,8,0.00002095
1666310400005,8,0.00004708
1666339200018,8,0.00004483
1666368000000,8,-0.00000890
1666396800000,8,0.00003721
1666425600015,8,0.00008360
1666454400000,8,-0.00000319
1666483200025,8,0.00004152
1666512000000,8,0.00001171
1666540800004,8,0.00005174
1666569600009,8,0.00010000
1666598400012,8,0.00010000
1666627200002,8,0.00002328
1666656000013,8,0.00004327
1666684800013,8,0.00009019
1666713600000,8,-0.00000166
1666742400006,8,0.00002243
1666771200013,8,0.00005665
1666800000000,8,0.00006122
1666828800009,8,1.3E-7
1666857600006,8,-0.00002276
1666886400009,8,0.00001376
1666915200000,8,-0.00001228
1666944000000,8,0.00003541
1666972800007,8,-0.00002629
1667001600000,8,0.00002484
1667030400003,8,0.00004755
1667059200010,8,0.00004205
1667088000000,8,-0.00002515
1667116800013,8,0.00003212
1667145600009,8,0.00005135
1667174400012,8,0.00001504
1667203200000,8,0.00003842
1667232000010,8,-0.00000434
1667260800000,8,0.00000722
1667289600000,8,-0.00001088
1667318400000,8,0.00001302
1667347200000,8,0.00004787
1667376000000,8,0.00001203
1667404800019,8,0.00006046
1667433600011,8,0.00002680
1667462400016,8,0.00000440
1667491200005,8,0.00006940
1667520000000,8,0.00004429
1667548800004,8,0.00001148
1667577600020,8,0.00006899
1667606400009,8,0.00004409
1667635200007,8,0.00004541
1667664000018,8,0.00010000
1667692800009,8,0.00006491
1667721600000,8,0.00009732
1667750400010,8,0.00006866
1667779200012,8,0.00007813
1667808000014,8,0.00010000
1667836800006,8,0.00010000
1667865600000,8,0.00006515
1667894400001,8,-0.00000788
1667923200005,8,0.00009446
1667952000000,8,-0.00013884
1667980800013,8,0.00007305
1668009600004,8,-0.00032976
1668038400006,8,-0.00119172
1668067200000,8,-0.00111953
1668096000015,8,-0.00023833
1668124800000,8,-0.00019452
1668153600015,8,-0.00007277
1668182400027,8,-0.00005802
1668211200007,8,0.00005300
1668240000016,8,-0.00002406
1668268800000,8,0.00006521
1668297600004,8,0.00000333
1668326400000,8,-0.00007357
1668355200017,8,0.00002816
1668384000000,8,-0.00003809
1668412800000,8,-0.00007645
1668441600000,8,-0.00001132
1668470400014,8,-0.00010925
1668499200009,8,-0.00017664
1668528000010,8,0.00002275
1668556800011,8,-0.00013216
1668585600004,8,0.00001121
1668614400008,8,-0.00006617
1668643200000,8,-0.00004542
1668672000000,8,-0.00005138
1668700800006,8,-0.00002701
1668729600004,8,-0.00002836
1668758400016,8,0.00002398
1668787200000,8,0.00000955
1668816000000,8,0.00005556
1668844800004,8,0.00007897
1668873600024,8,-0.00001169
1668902400015,8,-0.00000779
1668931200004,8,0.00003552
1668960000000,8,-0.00000979
1668988800006,8,0.00007898
1669017600015,8,-0.00001218
1669046400000,8,0.00002302
1669075200000,8,-0.00007485
1669104000000,8,0.00002033
1669132800000,8,0.00007881
1669161600000,8,0.00009406
1669190400011,8,0.00010000
1669219200014,8,-0.00000390
1669248000007,8,0.00005420
1669276800014,8,0.00002012
1669305600013,8,0.00006272
1669334400004,8,0.00002058
1669363200015,8,0.00000461
1669392000000,8,0.00001329
1669420800011,8,0.00003859
1669449600000,8,-0.00002455
1669478400000,8,0.00003523
1669507200012,8,0.00001063
1669536000000,8,-0.00003066
1669564800003,8,0.00003784
1669593600015,8,0.00002303
1669622400004,8,0.00000536
1669651200011,8,2.1E-7
1669680000000,8,0.00004760
1669708800015,8,-0.00000385
1669737600000,8,0.00004171
1669766400007,8,0.00003404
1669795200000,8,0.00004038
1669824000015,8,0.00009511
1669852800001,8,0.00001029
1669881600006,8,-0.00005001
1669910400000,8,0.00010000
1669939200001,8,0.00008203
1669968000016,8,0.00002825
1669996800017,8,-0.00003753
1670025600006,8,0.00003302
1670054400000,8,0.00005123
1670083200011,8,0.00010000
1670112000006,8,0.00006174
1670140800000,8,0.00006437
1670169600006,8,0.00004581
1670198400002,8,5.4E-7
1670227200011,8,-0.00004218
1670256000008,8,0.00004603
1670284800014,8,0.00002206
1670313600027,8,0.00004118
1670342400009,8,0.00002305
