datetime;open;high;low;close;volume
2024-02-29 20:45:00;104.10400;104.10900;104.09600;104.09600;0
2024-02-29 20:30:00;104.11900;104.12700;104.09700;104.10400;0
2024-02-29 20:15:00;104.14500;104.14500;104.11800;104.11900;0
2024-02-29 20:00:00;104.15600;104.15600;104.12100;104.14500;0
2024-02-29 19:45:00;104.15600;104.16900;104.13700;104.15600;0
2024-02-29 19:30:00;104.09800;104.15600;104.09100;104.15600;0
2024-02-29 19:15:00;104.10000;104.10100;104.07500;104.09800;0
2024-02-29 19:00:00;104.08800;104.11300;104.08100;104.10000;0
2024-02-29 18:45:00;104.13200;104.13300;104.08000;104.08800;0
2024-02-29 18:30:00;104.11900;104.13700;104.11900;104.13200;0
2024-02-29 18:15:00;104.15600;104.15700;104.10800;104.11700;0
2024-02-29 18:00:00;104.16700;104.18100;104.15600;104.15600;0
2024-02-29 17:45:00;104.18300;104.19600;104.15700;104.16600;0
2024-02-29 17:30:00;104.18200;104.20100;104.17300;104.18300;0
2024-02-29 17:15:00;104.12200;104.18800;104.11400;104.18200;0
2024-02-29 17:00:00;104.09500;104.13500;104.08900;104.12400;0
2024-02-29 16:45:00;104.08200;104.09900;104.05400;104.09400;0
2024-02-29 16:30:00;104.07000;104.08600;104.03200;104.08400;0
2024-02-29 16:15:00;104.01700;104.08900;104.01000;104.06900;0
2024-02-29 16:00:00;103.94400;104.01700;103.92600;104.01700;0
2024-02-29 15:45:00;103.81000;103.95600;103.81000;103.94300;0
2024-02-29 15:30:00;103.73300;103.81000;103.72900;103.80900;0
2024-02-29 15:15:00;103.69800;103.74200;103.69700;103.73300;0
2024-02-29 15:00:00;103.74900;103.74900;103.65600;103.69600;0
2024-02-29 14:45:00;103.79200;103.79200;103.73300;103.74900;0
2024-02-29 14:30:00;103.80800;103.86600;103.78800;103.79800;0
2024-02-28 20:45:00;103.94600;103.94800;103.93300;103.93500;0
2024-02-28 20:30:00;103.92000;103.94700;103.92000;103.94700;0
2024-02-28 20:15:00;103.96400;103.97000;103.92000;103.92000;0
2024-02-28 20:00:00;103.97500;103.97800;103.96000;103.96400;0
2024-02-28 19:45:00;103.97000;103.98800;103.96900;103.97500;0
2024-02-28 19:30:00;103.94600;103.98200;103.94600;103.97000;0
2024-02-28 19:15:00;103.96400;103.96900;103.94000;103.94600;0
2024-02-28 19:00:00;103.96600;103.96900;103.95200;103.96400;0
2024-02-28 18:45:00;103.94400;103.97600;103.94000;103.96600;0
2024-02-28 18:30:00;103.92200;103.94500;103.91500;103.94400;0
2024-02-28 18:15:00;103.94400;103.94900;103.91400;103.92200;0
2024-02-28 18:00:00;103.93500;103.94900;103.92100;103.94500;0
2024-02-28 17:45:00;103.95500;103.95700;103.93100;103.93500;0
2024-02-28 17:30:00;103.92300;103.97400;103.92300;103.95600;0
2024-02-28 17:15:00;103.89900;103.92400;103.89700;103.92300;0
2024-02-28 17:00:00;103.90500;103.90500;103.87200;103.89900;0
2024-02-28 16:45:00;103.93700;103.94100;103.90400;103.90700;0
2024-02-28 16:30:00;103.97700;103.98600;103.93800;103.93800;0
2024-02-28 16:15:00;103.98300;103.99200;103.96100;103.97700;0
2024-02-28 16:00:00;103.98100;103.99400;103.95600;103.98300;0
2024-02-28 15:45:00;104.01400;104.02500;103.98000;103.98000;0
2024-02-28 15:30:00;103.95500;104.01700;103.95500;104.01300;0
2024-02-28 15:15:00;103.98200;103.98500;103.94400;103.95400;0
2024-02-28 15:00:00;104.00900;104.03200;103.97600;103.98100;0
2024-02-28 14:45:00;104.02200;104.02500;103.97200;104.00900;0
2024-02-28 14:30:00;103.99800;104.05900;103.99800;104.02200;0
2024-02-27 20:45:00;103.79500;103.82800;103.79500;103.82700;0
2024-02-27 20:30:00;103.81700;103.81800;103.79400;103.79400;0
2024-02-27 20:15:00;103.84100;103.84400;103.81300;103.81700;0
2024-02-27 20:00:00;103.82900;103.84500;103.82900;103.84200;0
2024-02-27 19:45:00;103.84400;103.86100;103.82600;103.82900;0
2024-02-27 19:30:00;103.82500;103.84800;103.81900;103.84400;0
2024-02-27 19:15:00;103.81000;103.84800;103.80000;103.82600;0
2024-02-27 19:00:00;103.78400;103.81000;103.78400;103.81000;0
