open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1654041600000,31797.90,31986.10,31680.00,31925.50,13588.888,1654045199999,432640301.11709,132462,6894.888,219572827.04889,0
1654045200000,31925.50,31938.60,31825.70,31914.90,5821.940,1654048799999,185599751.86850,69205,2715.666,86580651.16050,0
1654048800000,31914.90,31915.00,31710.00,31794.10,9097.811,1654052399999,289264655.56206,89465,3901.611,124065458.99060,0
1654052400000,31794.20,31799.70,31610.10,31624.00,8818.013,1654055999999,279394225.58711,90844,3780.161,119767098.17870,0
1654056000000,31624.00,31666.00,31358.00,31556.40,18360.186,1654059599999,578557600.86689,158651,8967.395,282587008.45502,0
1654059600000,31556.50,31624.90,31435.00,31612.90,8112.276,1654063199999,255888616.91432,94234,4290.744,135365713.95292,0
1654063200000,31612.80,31664.80,31553.60,31575.80,7130.730,1654066799999,225361110.77599,76172,3484.696,110134867.44979,0
1654066800000,31575.80,31633.30,31461.00,31479.60,10060.313,1654070399999,317270520.58154,99607,4676.719,147524026.92200,0
1654070400000,31479.60,31634.60,31436.00,31605.60,9502.609,1654073999999,299832817.27510,98254,5196.695,163978082.37600,0
1654074000000,31605.70,31700.00,31595.80,31680.10,7450.303,1654077599999,235808483.67265,82844,3767.460,119255220.51725,0
1654077600000,31680.10,31698.10,31519.00,31538.60,10141.802,1654081199999,320380255.73197,84405,4318.278,136406547.45840,0
1654081200000,31538.50,31653.00,31427.50,31596.00,17382.499,1654084799999,548147539.39776,149794,8985.892,283398592.30782,0
1654084800000,31596.00,31826.70,31515.40,31709.20,17834.999,1654088399999,565024417.43645,160737,9436.750,298960883.68505,0
1654088400000,31709.20,31888.00,31634.40,31719.40,22789.150,1654091999999,723833256.13845,205275,11120.853,353291596.88726,0
1654092000000,31719.50,31802.80,30920.00,31160.50,57636.043,1654095599999,1804235687.03781,451954,26405.507,826603352.42193,0
1654095600000,31160.40,31220.00,30710.10,30733.70,48186.881,1654099199999,1489650262.57692,399936,22040.530,681584010.82000,0
1654099200000,30733.60,30745.00,30273.80,30409.70,59031.571,1654102799999,1800779743.38216,463966,28046.981,855706236.54010,0
1654102800000,30409.60,30422.60,29874.40,30163.20,63736.180,1654106399999,1919954183.08162,471468,30306.468,912954535.56270,0
1654106400000,30163.30,30440.00,30108.60,30165.40,35768.636,1654109999999,1082959472.43517,256873,17970.550,544263028.32609,0
1654110000000,30165.30,30339.20,30000.00,30116.50,23205.486,1654113599999,700193353.86445,188607,11156.918,336723771.89585,0
1654113600000,30116.50,30151.20,29300.00,29623.60,55555.781,1654117199999,1650222191.63052,372650,25296.152,751448058.64882,0
1654117200000,29623.50,29759.90,29562.30,29582.70,14707.463,1654120799999,436444193.83327,139296,6806.863,202031320.33123,0
1654120800000,29582.80,29755.00,29500.00,29731.50,12366.562,1654124399999,366392234.31343,125117,6471.818,191745968.91749,0
1654124400000,29731.40,30072.50,29709.70,29796.90,20706.634,1654127999999,618896396.74735,166883,10852.571,324377440.74014,0
1654128000000,29796.90,29818.30,29566.10,29671.20,17560.479,1654131599999,521449487.47172,145699,8589.670,255147628.17168,0
1654131600000,29671.30,29878.80,29629.60,29797.00,8801.135,1654135199999,262138923.07516,99772,4470.349,133163534.43496,0
1654135200000,29796.90,29899.90,29761.50,29809.90,6874.906,1654138799999,204991636.71460,77163,3062.571,91328292.46500,0
1654138800000,29809.90,29843.90,29690.00,29718.40,8046.347,1654142399999,239464755.00963,90877,3624.197,107877858.71370,0
1654142400000,29718.50,29812.30,29633.20,29799.90,7348.653,1654145999999,218508571.70930,85574,3667.341,109064329.02578,0
1654146000000,29799.80,29877.70,29674.80,29860.00,8316.467,1654149599999,247730023.63248,102462,4342.123,129359048.90036,0
1654149600000,29860.00,29967.00,29790.50,29898.60,7778.948,1654153199999,232326129.24477,84585,4169.925,124577221.78217,0
1654153200000,29898.60,30113.50,29884.60,29952.80,13589.639,1654156799999,407395192.94858,151363,7104.575,213002421.86211,0
1654156800000,29952.80,30005.20,29900.00,29922.20,7160.419,1654160399999,214463281.15737,89165,3487.887,104477321.55820,0
1654160400000,29922.20,30003.40,29852.10,29917.70,8236.011,1654163999999,246445760.65284,93388,4089.254,122381625.75230,0
1654164000000,29917.70,30188.80,29845.20,30016.80,16376.673,1654167599999,491035808.67133,140999,8909.930,267240696.64502,0
1654167600000,30016.80,30197.00,29942.00,30157.80,13395.124,1654171199999,402775504.38012,131863,7178.816,215894238.61622,0
1654171200000,30157.80,30175.00,30028.50,30076.50,9885.949,1654174799999,297523684.78180,113818,4916.833,147983016.07360,0
1654174800000,30076.50,30288.00,29579.90,29880.40,67068.266,1654178399999,2004139902.78051,502873,33684.213,1006634382.39043,0
1654178400000,29880.40,30136.30,29760.00,30041.60,35109.032,1654181999999,1051364319.37359,293519,18590.126,556798943.39101,0
1654182000000,30040.80,30380.00,30023.80,30194.40,32939.848,1654185599999,995484123.53150,287010,17442.697,527218428.17444,0
1654185600000,30194.40,30399.80,30161.10,30275.90,19143.897,1654189199999,579403069.99478,175228,9966.361,301694517.13326,0
1654189200000,30275.90,30341.20,30155.00,30180.40,13373.743,1654192799999,404369889.07010,129620,6374.229,192767355.63390,0
1654192800000,30180.30,30317.00,29948.60,30126.10,14713.529,1654196399999,443722802.26208,148315,6904.093,208252511.89056,0
1654196400000,30126.00,30288.00,30052.30,30272.20,9240.106,1654199999999,278716884.09903,114547,5162.699,155739708.63013,0
1654200000000,30272.20,30379.80,30230.80,30230.80,7796.277,1654203599999,236173041.77446,93555,3689.286,111775004.02834,0
1654203600000,30230.90,30369.40,30215.00,30348.10,4645.970,1654207199999,140731952.17896,69454,2593.115,78557379.83092,0
1654207200000,30348.20,30750.00,30310.00,30469.70,23207.805,1654210799999,708176619.39642,213866,13029.491,397659724.66298,0
1654210800000,30469.70,30633.00,30410.00,30437.10,10315.464,1654214399999,314856124.25083,103736,5056.753,154372255.46713,0
1654214400000,30437.10,30504.40,30330.40,30385.90,9874.551,1654217999999,300333742.24547,98519,4742.483,144269429.12985,0
1654218000000,30385.90,30693.20,30375.10,30614.00,14141.162,1654221599999,431983357.85424,121442,7439.839,227245972.58384,0
1654221600000,30614.00,30653.00,30513.00,30534.00,6525.777,1654225199999,199499557.13669,76767,3184.523,97361492.74900,0
1654225200000,30533.90,30548.50,30446.80,30510.50,6725.415,1654228799999,205070307.74465,69041,3082.176,93989783.05070,0
1654228800000,30510.40,30527.00,30400.00,30410.70,6869.502,1654232399999,209240622.16038,77041,2852.497,86894168.34600,0
1654232400000,30410.60,30545.10,30390.10,30524.90,5664.249,1654235999999,172710144.77440,69890,3061.937,93364697.81280,0
1654236000000,30524.90,30527.80,30340.60,30349.90,6854.772,1654239599999,208659653.58394,77361,2761.266,84072415.50870,0
1654239600000,30350.00,30476.60,30256.90,30424.30,11949.158,1654243199999,362869924.94365,129278,6001.110,182282272.29645,0
1654243200000,30424.20,30520.00,30376.90,30428.90,8939.392,1654246799999,272279300.04899,91765,4711.494,143524810.12469,0
1654246800000,30428.90,30467.70,30150.00,30242.80,20304.690,1654250399999,614280180.44320,194033,10266.219,310574523.68140,0
1654250400000,30242.80,30260.00,29731.00,29813.60,34777.755,1654253999999,1041749707.14448,305159,15502.039,464371494.69876,0
1654254000000,29813.50,29946.70,29653.40,29744.00,25510.228,1654257599999,759435749.07443,248264,13218.354,393597280.15119,0
1654257600000,29744.00,29880.00,29441.70,29520.20,38856.752,1654261199999,1152772812.99710,330863,18354.820,544712522.89325,0
1654261200000,29520.20,29764.30,29417.70,29705.00,33750.990,1654264799999,999673581.81068,279506,17141.271,507782219.96978,0
1654264800000,29704.90,29755.00,29220.00,29462.20,31516.360,1654268399999,929567271.87155,283036,14986.609,442172716.79261,0
1654268400000,29462.20,29576.00,29325.10,29486.70,19659.315,1654271999999,578864910.88743,183820,10278.791,302702809.70491,0
1654272000000,29486.80,29550.00,29381.60,29528.20,11667.699,1654275599999,343967946.95224,124859,5996.947,176807603.06030,0
1654275600000,29527.50,29677.00,29418.60,29488.30,15661.995,1654279199999,462383648.40126,143507,7928.819,234131951.34047,0
1654279200000,29488.20,29546.00,29450.00,29533.70,6160.446,1654282799999,181773763.22225,74934,3051.225,90031191.03335,0
1654282800000,29533.60,29616.00,29476.10,29560.50,7914.808,1654286399999,233855292.33207,85871,3942.167,116482658.52742,0
1654286400000,29560.40,29750.00,29545.40,29648.50,8340.255,1654289999999,247194825.61773,95472,4649.984,137844204.11483,0
1654290000000,29648.50,29849.00,29632.90,29789.00,8628.468,1654293599999,256662249.33930,104186,4535.346,134912600.54140,0
1654293600000,29788.90,29878.10,29681.10,29719.50,9927.157,1654297199999,295615589.45913,97364,4138.619,123272162.14290,0
1654297200000,29719.40,29733.30,29627.40,29682.80,6889.481,1654300799999,204483576.25412,74631,3348.602,99399444.36570,0
1654300800000,29682.80,29750.90,29660.80,29697.90,5699.896,1654304399999,169332711.74040,63671,2859.231,84951448.14090,0
1654304400000,29697.80,29726.90,29523.30,29573.30,9367.560,1654307999999,277228380.45669,90273,4141.781,122591891.94410,0
1654308000000,29573.30,29611.90,29465.00,29555.60,8767.841,1654311599999,258795354.17215,102011,4143.265,122303355.23730,0
1654311600000,29555.50,29633.90,29531.20,29543.20,4910.258,1654315199999,145252414.17427,56614,2690.313,79587940.26827,0
1654315200000,29543.30,29732.10,29529.70,29700.00,9472.201,1654318799999,280896298.95925,91551,5539.635,164256621.35515,0
1654318800000,29699.90,29709.60,29639.70,29668.50,3410.079,1654322399999,101188683.95260,44486,1559.750,46282669.45150,0
1654322400000,29668.50,29700.30,29634.10,29682.00,4061.624,1654325999999,120528210.92010,52105,2024.229,60073449.62350,0
1654326000000,29681.90,29698.90,29626.50,29690.50,4093.802,1654329599999,121442842.19200,49761,2080.374,61720615.39110,0
1654329600000,29690.40,29794.10,29665.00,29734.90,7866.603,1654333199999,233884170.39008,83842,4222.058,125541551.00748,0
1654333200000,29735.00,29759.00,29656.30,29712.70,5371.507,1654336799999,159547114.65602,62552,2393.969,71111343.64440,0
1654336800000,29712.60,29768.60,29685.20,29714.60,4708.003,1654340399999,139938819.99668,56997,2365.717,70323010.69638,0
1654340400000,29714.60,29729.40,29575.00,29669.70,7050.603,1654343999999,209168030.13221,76833,3165.062,93911433.64032,0
1654344000000,29669.80,29690.10,29500.00,29520.50,10946.409,1654347599999,323856821.56234,115536,5201.546,153914881.65090,0
1654347600000,29520.50,29646.60,29507.90,29590.20,7844.648,1654351199999,232111371.83307,84570,4499.530,133137406.72797,0
1654351200000,29590.20,29988.00,29456.00,29765.20,29965.681,1654354799999,890737855.46947,253836,16152.561,480337523.95643,0
1654354800000,29765.20,29878.20,29732.90,29839.90,11012.188,1654358399999,328232216.74872,118232,5840.286,174090755.44694,0
1654358400000,29839.90,29844.90,29730.00,29737.10,6169.192,1654361999999,183688708.33798,77922,2912.175,86709428.59300,0
1654362000000,29737.00,29742.90,29592.40,29693.50,11520.903,1654365599999,341830982.67556,107299,5664.607,168083681.03382,0
1654365600000,29693.40,29779.90,29693.40,29755.60,5253.871,1654369199999,156321003.50618,62818,2682.333,79805665.53888,0
1654369200000,29755.60,29764.30,29612.90,29642.60,5125.153,1654372799999,152123806.51722,60785,2401.361,71270106.91700,0
1654372800000,29642.60,29740.70,29615.40,29739.00,4648.626,1654376399999,138002054.02410,55103,2560.801,76025132.23210,0
1654376400000,29739.00,29859.50,29731.10,29831.10,5588.350,1654379999999,166406899.75950,71302,3143.123,93611457.20712,0
1654380000000,29831.10,29968.70,29773.00,29794.60,10318.420,1654383599999,308186523.34623,122555,5311.748,158666115.62347,0
1654383600000,29794.60,29859.90,29756.50,29848.40,4347.116,1654387199999,129528566.44390,55482,2291.710,68292452.77950,0
1654387200000,29848.50,29884.90,29702.70,29725.00,6841.130,1654390799999,203907418.86486,74650,2829.044,84353971.79230,0
1654390800000,29724.90,29742.00,29663.00,29679.00,6012.024,1654394399999,178564340.91325,71452,2823.104,83860830.58970,0
1654394400000,29678.90,29790.20,29667.50,29780.90,4462.567,1654397999999,132773183.19358,49803,2444.469,72724181.13258,0
1654398000000,29780.90,29812.00,29725.50,29756.20,3327.369,1654401599999,99031698.77400,42852,1454.354,43290484.09670,0
1654401600000,29755.80,29767.80,29670.70,29704.90,5097.056,1654405199999,151451482.86842,51388,2648.110,78679607.46010,0
1654405200000,29705.00,29809.70,29705.00,29777.30,4633.621,1654408799999,137935417.06348,45597,2469.189,73497571.08168,0
1654408800000,29777.20,29779.30,29718.00,29721.20,2961.623,1654412399999,88120957.29710,36569,1436.391,42739192.38620,0
1654412400000,29721.30,29800.00,29630.30,29630.60,7350.955,1654415999999,218502815.35972,68887,3468.514,103112484.16400,0
1654416000000,29630.60,29728.40,29630.00,29678.10,5586.443,1654419599999,165841100.03610,66070,2979.226,88433817.74630,0
1654419600000,29678.10,29680.50,29524.00,29626.20,11605.261,1654423199999,343546780.51349,114961,5376.165,159171454.36390,0
1654423200000,29626.30,29698.60,29580.60,29628.70,6065.379,1654426799999,179820398.07602,65808,2909.577,86270756.14932,0
1654426800000,29628.60,29733.10,29573.60,29700.70,7133.759,1654430399999,211507964.95092,74832,3697.621,109641323.77185,0
1654430400000,29700.70,29777.00,29655.70,29703.30,6163.455,1654433999999,183130809.89048,71353,3154.140,93733545.05318,0
1654434000000,29703.20,29740.70,29626.00,29647.40,5031.658,1654437599999,149381742.27202,60316,2441.610,72491503.58910,0
1654437600000,29647.40,29835.80,29611.30,29771.40,11476.392,1654441199999,341309895.86310,112419,6279.164,186751792.68140,0
1654441200000,29771.40,29975.00,29761.80,29958.30,16601.124,1654444799999,495717364.31973,154944,9492.413,283492208.92243,0
1654444800000,29958.40,30250.00,29746.40,29858.80,29984.593,1654448399999,898549593.71220,276108,15279.177,458037931.91527,0
1654448400000,29858.90,30128.40,29829.20,30011.30,17124.995,1654451999999,513950898.84747,167346,8803.921,264220350.22337,0
1654452000000,30011.30,30080.00,29965.20,29985.50,7082.515,1654455599999,212593239.61460,85636,3765.201,113029228.66220,0
1654455600000,29985.60,30094.20,29940.00,30036.30,5411.237,1654459199999,162333766.27010,67208,2917.516,87527859.23410,0
1654459200000,30036.30,30123.80,29923.70,29929.50,6412.831,1654462799999,192599256.23560,76691,2783.435,83607321.39150,0
1654462800000,29929.50,29977.60,29794.60,29947.90,10392.578,1654466399999,310508316.66685,105927,5568.100,166378288.61024,0
1654466400000,29948.00,30056.00,29859.50,30005.20,12035.678,1654469999999,360779339.79477,118708,5983.468,179364694.61520,0
1654470000000,30004.50,30035.90,29880.30,29909.90,6591.588,1654473599999,197415661.12277,76830,3174.691,95081055.37480,0
1654473600000,29910.00,30400.00,29876.20,30285.30,18713.774,1654477199999,564202714.24618,160591,10741.331,323893294.64096,0
1654477200000,30285.30,30944.00,30285.30,30833.80,38387.414,1654480799999,1174926962.96200,320225,21752.929,665898088.42568,0
1654480800000,30832.40,31150.00,30832.40,30909.00,26750.781,1654484399999,828460365.63585,235484,14617.477,452813158.35131,0
1654484400000,30909.10,31292.00,30909.00,31235.00,23897.315,1654487999999,743195988.32598,197834,13556.765,421709990.86292,0
1654488000000,31235.00,31358.60,31131.10,31212.50,17939.719,1654491599999,560209905.80321,169591,8732.897,272765011.91032,0
