open_time,count,fee_value,fee_average,input_count,input_value,mined_value,output_count,output_value
2022-06-01 00:00:00,32129.0,1.9909092,6.196611161256185E-5,128892.0,461414.18944294,170.7409092,113767.0,461582.93944294
2022-06-01 04:00:00,36004.0,2.0636231300000003,5.7316496222641934E-5,140299.0,375343.64535534,170.81362313,117535.0,375512.39535534
2022-06-01 08:00:00,34984.0,2.48326419,7.098285473359249E-5,91526.0,420173.12720679,83.73326419,100420.0,420254.37720679
2022-06-01 12:00:00,55440.0,4.166362489999999,7.515083856421355E-5,142064.0,619629.87286007,141.66636248999998,194793.0,619767.37286007
2022-06-01 16:00:00,61330.0,4.27333055,6.967765449209196E-5,177409.0,915353.5478824701,166.77333055,185355.0,915516.0478824701
2022-06-01 20:00:00,52278.0,3.83545371,7.336649661425456E-5,146492.0,731438.5863155599,135.08545371,169123.0,731569.8363155599
2022-06-02 00:00:00,33685.0,2.64189141,7.842931304735046E-5,132323.0,364443.516286,115.14189141,123511.0,364556.016286
2022-06-02 04:00:00,35669.0,2.30787797,6.470262608988197E-5,151912.0,147556.89296032,152.30787797,117978.0,147706.89296032
2022-06-02 08:00:00,42406.0,2.74414301,6.471119676460878E-5,161934.0,268883.12986457,158.99414301000002,116059.0,269039.37986457
2022-06-02 12:00:00,36273.0,3.26610568,9.004233672428528E-5,80663.0,520928.44543769996,84.51610568,143422.0,521009.69543769996
2022-06-02 16:00:00,57172.0,4.45119756,7.785625061218778E-5,133902.0,558235.67266889,129.45119756,181365.0,558360.67266889
2022-06-02 20:00:00,59696.0,4.11463646,6.892650194317876E-5,184559.0,393006.44551988994,160.36463645999999,176974.0,393162.69551988994
2022-06-03 00:00:00,31425.0,2.1556675899999997,6.85972184566428E-5,128661.0,190496.13338013002,127.15566759000001,121088.0,190621.13338013002
2022-06-03 04:00:00,33164.0,2.03551519,6.137725214087565E-5,109771.0,237711.36496213,177.03551519,111356.0,237886.36496213
2022-06-03 08:00:00,46329.0,3.00567072,6.487665868030823E-5,144260.0,336848.38784791,146.75567072,131100.0,336992.13784791
2022-06-03 12:00:00,53878.0,3.68938163,6.847658840342997E-5,158840.0,442733.10896136996,178.68938162999999,191881.0,442908.10896136996
2022-06-03 16:00:00,51059.0,3.80942476,7.460829158424568E-5,140534.0,444637.76379475,147.55942476,164540.0,444781.51379475
2022-06-03 20:00:00,51662.0,3.39760278,6.576599396074484E-5,151414.0,365119.67952979996,134.64760278,167029.0,365250.92952979996
2022-06-04 00:00:00,28083.0,1.8326711599999999,6.525909482605134E-5,103969.0,203413.61702028,108.08267116,104036.0,203519.86702028
2022-06-04 04:00:00,28401.0,1.7871054699999998,6.29240333086863E-5,91310.0,172664.07225325,114.28710547,104699.0,172776.57225325
2022-06-04 08:00:00,36914.0,1.80256272,4.883141138863304E-5,108373.0,165533.29332711,195.55256272,109090.0,165727.04332711
2022-06-04 12:00:00,42234.0,2.5820874600000003,6.113764881375196E-5,122281.0,378229.47919699,152.58208746,147012.0,378379.47919699
2022-06-04 16:00:00,45133.0,2.7057507000000003,5.9950605986750275E-5,136490.0,190561.20402443,127.70575070000001,151360.0,190686.20402443
2022-06-04 20:00:00,37864.0,1.8648827899999998,4.925213368899218E-5,110993.0,209511.5535929,183.11488279,124779.0,209692.8035929
2022-06-05 00:00:00,26602.0,1.2594183899999998,4.734299639124877E-5,80315.0,158037.03652029,157.50941839,102428.0,158193.28652029
2022-06-05 04:00:00,24333.0,1.36256962,5.599677885998438E-5,85655.0,107167.01956427001,120.11256962000002,92501.0,107285.76956427001
2022-06-05 08:00:00,31934.0,1.51399751,4.7410205736832215E-5,105724.0,192652.50348337,182.76399751,88651.0,192833.75348337
2022-06-05 12:00:00,40370.0,1.98523834,4.917607976219965E-5,117330.0,438203.25765443,133.23523834,154262.0,438334.50765443
2022-06-05 16:00:00,44264.0,2.0090280600000003,4.538740421109706E-5,138166.0,335868.2767873,195.75902806000002,139413.0,336062.0267873
2022-06-05 20:00:00,33838.0,1.32226205,3.907624711862403E-5,96695.0,281647.66862014,132.57226205,110075.0,281778.91862014
2022-06-06 00:00:00,29679.0,1.4103615999999999,4.75205229286701E-5,110229.0,323334.15542393003,157.66036160000002,108547.0,323490.40542393003
2022-06-06 04:00:00,33327.0,1.80204785,5.4071709124733696E-5,127849.0,345465.3912357,120.55204785000001,107515.0,345584.1412357
2022-06-06 08:00:00,46983.0,1.96615145,4.18481461379648E-5,143470.0,323704.12355523003,183.21615145,127669.0,323885.37355523003
2022-06-06 12:00:00,52250.0,2.6004024,4.9768466985645935E-5,153603.0,380549.95633581,146.3504024,176175.0,380693.70633581
2022-06-06 16:00:00,54879.0,2.6204756700000003,4.775006231891981E-5,171171.0,548382.10801649,146.37047567,163696.0,548525.85801649
2022-06-06 20:00:00,51803.0,2.3022669700000002,4.444273439762176E-5,178675.0,303489.25336601,196.05226697,157779.0,303683.00336601
2022-06-07 00:00:00,29521.0,1.32582835,4.491136309745605E-5,105080.0,353548.0270262,170.07582835,106727.0,353716.7770262
2022-06-07 04:00:00,31733.0,1.21790318,3.8379705038918475E-5,121246.0,388029.77187822,188.71790318,107248.0,388217.27187822
2022-06-07 08:00:00,43257.0,1.66380169,3.846317798275424E-5,142143.0,319556.2420059,132.91380168999999,121923.0,319687.4920059
2022-06-07 12:00:00,56485.0,2.6300562899999997,4.6562030450562094E-5,209993.0,558574.11727486,227.63005628999997,189453.0,558799.11727486
2022-06-07 16:00:00,55738.0,2.45292032,4.4008043345652876E-5,170098.0,437125.59695646004,158.70292032,165487.0,437281.84695646004
2022-06-07 20:00:00,46907.0,2.4903109800000003,5.3090391199607743E-5,141496.0,432718.97234835,146.24031098,149364.0,432862.72234835
2022-06-08 00:00:00,29943.0,1.4256906399999998,4.761348695855458E-5,107276.0,301819.51302596997,176.42569064,109186.0,301994.51302596997
2022-06-08 04:00:00,32619.0,1.3864662700000001,4.2504867408565566E-5,114651.0,252992.04092246,201.38646627,107740.0,253192.04092246
2022-06-08 08:00:00,43566.0,1.60984098,3.6951773860349817E-5,131641.0,340926.21148131,195.35984097999997,122145.0,341119.96148131
2022-06-08 12:00:00,54866.0,2.28229764,4.159766777239091E-5,167817.0,525633.16099285,177.28229764,189557.0,525808.16099285
2022-06-08 16:00:00,57220.0,2.36048663,4.125282471163929E-5,174078.0,275456.24317209003,208.61048663000003,179971.0,275662.49317209003
2022-06-08 20:00:00,43383.0,1.7618764,4.0612138395223934E-5,130517.0,189039.57975349,164.2618764,137077.0,189202.07975349
2022-06-09 00:00:00,28570.0,1.17471294,4.111700875043752E-5,106534.0,157824.46597901,138.67471294,113587.0,157961.96597901
2022-06-09 04:00:00,32572.0,1.51623918,4.655038622129436E-5,121600.0,120889.89422735001,170.26623918,120809.0,121058.64422735001
2022-06-09 08:00:00,45292.0,1.55294452,3.42873911507551E-5,125620.0,262231.75882142,132.80294451999998,124283.0,262363.00882142
2022-06-09 12:00:00,55439.0,2.14456301,3.8683291726041235E-5,167450.0,412154.27246524004,202.14456300999998,190738.0,412354.27246524004
