open_time,count,fee_value,fee_average,input_count,input_value,mined_value,output_count,output_value
2022-06-02 15:00:00,16850.0,1.45603891,8.641180474777448E-5,40282.0,145853.24847,38.95603891,59466.0,145890.74847
2022-06-02 16:00:00,14888.0,1.16474366,7.823372246104246E-5,31713.0,217812.70107766,32.41474366,53630.0,217843.95107766
2022-06-02 17:00:00,14441.0,0.94553117,6.547546361055329E-5,34412.0,55423.58002472,32.19553117,39171.0,55454.83002472
2022-06-02 18:00:00,8904.0,0.85377465,9.588664083557952E-5,19440.0,171258.73654889,19.60377465,30127.0,171277.48654889
2022-06-02 19:00:00,18939.0,1.48714808,7.85230519034796E-5,48337.0,113740.65501762,45.23714808,58437.0,113784.40501762
2022-06-02 20:00:00,16027.0,1.22388877,7.636418356523367E-5,43190.0,90704.66665488,38.72388877,46359.0,90742.16665488
2022-06-02 21:00:00,17386.0,1.08046875,6.214590762682619E-5,43083.0,147624.47167938,38.58046875,49252.0,147661.97167938
2022-06-02 22:00:00,12735.0,1.01760507,7.990616961130741E-5,43135.0,69138.55275518,38.51760507,39014.0,69176.05275518
2022-06-02 23:00:00,13548.0,0.79267387,5.8508552553882494E-5,55151.0,85538.75443045,44.54267387,42349.0,85582.50443045
2022-06-03 00:00:00,9577.0,0.71077907,7.421729873655632E-5,47061.0,80326.71005767,38.21077907,38118.0,80364.21005767
2022-06-03 01:00:00,5603.0,0.41201272,7.353430662145279E-5,13024.0,47593.66542267,12.91201272,21378.0,47606.16542267
2022-06-03 02:00:00,9526.0,0.62690976,6.581038841066555E-5,46835.0,27903.70787014,38.12690976,33007.0,27941.20787014
2022-06-03 03:00:00,6719.0,0.40596604,6.0420604256585795E-5,21741.0,34672.05002965,37.90596604,28585.0,34709.55002965
2022-06-03 04:00:00,5921.0,0.45373978,7.663228846478635E-5,17596.0,48183.3845113,19.20373978,30876.0,48202.1345113
2022-06-03 05:00:00,8602.0,0.51152146,5.946541036968147E-5,24992.0,75215.54071391,38.01152146,27283.0,75253.04071391
2022-06-03 06:00:00,8768.0,0.5509523,6.283671304744525E-5,33254.0,78315.89529712,50.5509523,26000.0,78365.89529712
2022-06-03 07:00:00,9873.0,0.51930165,5.259816165299301E-5,33929.0,35996.5444398,69.26930165,27197.0,36065.2944398
2022-06-03 08:00:00,12098.0,0.82290062,6.801955860472805E-5,43812.0,43400.70909013,38.32290062,35117.0,43438.20909013
2022-06-03 09:00:00,9624.0,0.62553592,6.499749792186201E-5,33655.0,114798.25883618,44.37553592,27901.0,114842.00883618
2022-06-03 10:00:00,6927.0,0.60398036,8.719219864299119E-5,21492.0,85890.44075571,19.35398036,19375.0,85909.19075571
2022-06-03 11:00:00,17680.0,0.95325382,5.3917071266968325E-5,45301.0,92758.97916589,44.70325382,48707.0,92802.72916589
2022-06-03 12:00:00,13881.0,1.04031903,7.494553922628052E-5,48051.0,82186.53772549,57.29031903,53573.0,82242.78772549
2022-06-03 13:00:00,11518.0,0.76886653,6.675347542976212E-5,33241.0,88985.17647548,32.01886653,45497.0,89016.42647548
2022-06-03 14:00:00,17696.0,1.17669836,6.649516048824594E-5,52335.0,196109.34196192,51.17669836,58029.0,196159.34196192
2022-06-03 15:00:00,10783.0,0.70349771,6.524137160344988E-5,25213.0,75452.05279848,38.20349771,34782.0,75489.55279848
2022-06-03 16:00:00,18405.0,1.22884074,6.676667970660147E-5,56080.0,102185.35629529,57.47884074,55362.0,102241.60629529
2022-06-03 17:00:00,6136.0,0.61547415,1.0030543513689701E-4,16536.0,48093.32649888,19.36547415,22896.0,48112.07649888
2022-06-03 18:00:00,14677.0,1.19726826,8.157445390747427E-5,41442.0,221801.937343,44.94726826,47392.0,221845.687343
2022-06-03 19:00:00,11841.0,0.76784161,6.48460104720885E-5,26476.0,72557.14365758,25.76784161,38890.0,72582.14365758
2022-06-03 20:00:00,13070.0,0.93970803,7.189808951798011E-5,35072.0,92406.62718653,32.18970803,40633.0,92437.87718653
2022-06-03 21:00:00,9083.0,0.79277376,8.728104811185732E-5,28211.0,71702.51197506,25.79277376,31995.0,71727.51197506
2022-06-03 22:00:00,12687.0,0.95036543,7.490860171829431E-5,33922.0,151612.61061601,32.20036543,40469.0,151643.86061601
2022-06-03 23:00:00,16822.0,0.71475556,4.248933301628819E-5,54209.0,49397.9297522,44.46475556,53932.0,49441.6797522
2022-06-04 00:00:00,8273.0,0.53441025,6.459691164027559E-5,29651.0,51649.27282259,25.53441025,28992.0,51674.27282259
2022-06-04 01:00:00,6954.0,0.39770457,5.7190763589301116E-5,27157.0,40525.45836134,31.64770457,25321.0,40556.70836134
2022-06-04 02:00:00,4076.0,0.2776436,6.811668302257114E-5,12659.0,35239.61224272,19.0276436,16200.0,35258.36224272
2022-06-04 03:00:00,8780.0,0.62291274,7.09467813211845E-5,34502.0,75999.27359363,31.87291274,33523.0,76030.52359363
2022-06-04 04:00:00,4692.0,0.44201311,9.42056926683717E-5,12316.0,27206.77303599,12.94201311,19582.0,27219.27303599
2022-06-04 05:00:00,6648.0,0.33952013,5.107101835138387E-5,21964.0,21073.98640194,37.83952013,31538.0,21111.48640194
2022-06-04 06:00:00,8176.0,0.55908598,6.838135763209394E-5,27805.0,28128.96142591,25.55908598,28010.0,28153.96142591
2022-06-04 07:00:00,8885.0,0.44648625,5.025168823860439E-5,29225.0,96254.35138941,37.94648625,25569.0,96291.85138941
2022-06-04 08:00:00,9939.0,0.53411505,5.373931482040447E-5,32882.0,19403.74440567,38.03411505,30432.0,19441.24440567
2022-06-04 09:00:00,9900.0,0.4146678,4.188563636363636E-5,29034.0,68974.77015652,56.6646678,27402.0,69031.02015652
2022-06-04 10:00:00,8361.0,0.45077177,5.39136191843081E-5,25979.0,25151.36987331,75.45077177,21972.0,25226.36987331
2022-06-04 11:00:00,8714.0,0.4030081,4.624834748680284E-5,20478.0,52003.40889161,25.4030081,29284.0,52028.40889161
2022-06-04 12:00:00,5574.0,0.5175452,9.284987441693578E-5,13214.0,87160.17467313,13.0175452,20945.0,87172.67467313
2022-06-04 13:00:00,17838.0,0.93960504,5.267434914228053E-5,53277.0,166102.42845832,75.93960504,64605.0,166177.42845832
2022-06-04 14:00:00,9069.0,0.68656023,7.570407211379424E-5,28055.0,91022.7146564,25.68656023,29804.0,91047.7146564
2022-06-04 15:00:00,9753.0,0.43837699,4.494791243719881E-5,27735.0,33944.16140914,37.93837699,31658.0,33981.66140914
2022-06-04 16:00:00,10390.0,0.78995249,7.60300760346487E-5,35950.0,52826.95052711,38.28995249,36303.0,52864.45052711
2022-06-04 17:00:00,11701.0,0.74214541,6.34258106144774E-5,26426.0,78282.64688714,25.74214541,43455.0,78307.64688714
2022-06-04 18:00:00,16544.0,0.80119572,4.84281745647969E-5,50474.0,47125.33125952,44.55119572,50954.0,47169.08125952
2022-06-04 19:00:00,6498.0,0.37245708,5.731872576177285E-5,23640.0,12326.27535066,19.12245708,20648.0,12345.02535066
2022-06-04 20:00:00,14774.0,0.76840002,5.2010289698118317E-5,40067.0,109229.58347623,57.01840002,46339.0,109285.83347623
2022-06-04 21:00:00,9562.0,0.38357415,4.0114426898138464E-5,23269.0,22422.66853361,69.13357415,31065.0,22491.41853361
2022-06-04 22:00:00,8829.0,0.47677514,5.4001035224827273E-5,27707.0,59354.15111902,37.97677514,29106.0,59391.65111902
2022-06-04 23:00:00,4699.0,0.23613348,5.025185784209406E-5,19950.0,18505.15046404,18.98613348,18269.0,18523.90046404
2022-06-05 00:00:00,8224.0,0.41586342,5.056705009727626E-5,27087.0,70618.87195036,25.41586342,28417.0,70643.87195036
2022-06-05 01:00:00,7658.0,0.34021452,4.442602768346827E-5,22776.0,52826.07050697,81.59021452,28924.0,52907.32050697
2022-06-05 02:00:00,5335.0,0.2561006,4.800386129334583E-5,15213.0,11057.98485809,31.5061006,20109.0,11089.23485809
2022-06-05 03:00:00,5385.0,0.24723985,4.591269266480966E-5,15239.0,23534.10920487,18.99723985,24978.0,23552.85920487
2022-06-05 04:00:00,3715.0,0.36037078,9.700424764468371E-5,11691.0,34247.62524984,12.86037078,18926.0,34260.12524984
2022-06-05 05:00:00,6789.0,0.30332245,4.4678516718220655E-5,21869.0,21804.53948134,31.55332245,30936.0,21835.78948134
2022-06-05 06:00:00,5931.0,0.33791689,5.697469060866634E-5,21785.0,21343.38877856,44.08791689,17941.0,21387.13877856
2022-06-05 07:00:00,7898.0,0.3609595,4.570264623955432E-5,30310.0,29771.46605453,31.6109595,24698.0,29802.71605453
2022-06-05 08:00:00,6698.0,0.39162335,5.846869961182442E-5,23297.0,32167.03650948,44.14162335,18458.0,32210.78650948
2022-06-05 09:00:00,8912.0,0.39604794,4.443984964093357E-5,28148.0,74972.81057138,50.39604794,25732.0,75022.81057138
2022-06-05 10:00:00,6720.0,0.34924773,5.197138839285714E-5,24549.0,40115.42366439,62.84924773,17988.0,40177.92366439
2022-06-05 11:00:00,9604.0,0.37707849,3.926264993752603E-5,29730.0,45397.23273812,25.37707849,26473.0,45422.23273812
2022-06-05 12:00:00,9277.0,0.54440167,5.8682943839603314E-5,33789.0,52707.7066995,44.29440167,39963.0,52751.4566995
2022-06-05 13:00:00,9237.0,0.39964172,4.3265315578651075E-5,23174.0,198253.62222419,25.39964172,39444.0,198278.62222419
2022-06-05 14:00:00,8964.0,0.5058248,5.6428469433288705E-5,27789.0,65792.48142232,31.7558248,33874.0,65823.73142232
2022-06-05 15:00:00,12892.0,0.53537015,4.152731538938877E-5,32578.0,121449.44730842,31.78537015,40981.0,121480.69730842
2022-06-05 16:00:00,11125.0,0.60499046,5.4381164943820226E-5,36736.0,75623.18244432,38.10499046,34066.0,75660.68244432
2022-06-05 17:00:00,9849.0,0.40447212,4.1067328662808406E-5,25255.0,89403.30846568,50.40447212,33439.0,89453.30846568
2022-06-05 18:00:00,13275.0,0.58820337,4.430910508474576E-5,40906.0,78250.75441316,50.58820337,40938.0,78300.75441316
2022-06-05 19:00:00,10015.0,0.41136211,4.107459910134798E-5,35269.0,92591.03146414,56.66136211,30970.0,92647.28146414
2022-06-05 20:00:00,8629.0,0.38431148,4.4537197821300265E-5,21632.0,90321.39935658,31.63431148,28997.0,90352.64935658
2022-06-05 21:00:00,11454.0,0.38271693,3.341338658983761E-5,35304.0,101490.275213,37.88271693,34854.0,101527.775213
2022-06-05 22:00:00,7381.0,0.31448777,4.2607745562931854E-5,22125.0,30828.51276178,31.56448777,24582.0,30859.76276178
2022-06-05 23:00:00,6374.0,0.24074587,3.776998274239096E-5,17634.0,59007.48128878,31.49074587,21642.0,59038.73128878
2022-06-06 00:00:00,8207.0,0.35909969,4.375529304252468E-5,29422.0,74845.28588866,37.85909969,29178.0,74882.78588866
2022-06-06 01:00:00,7204.0,0.27536745,3.8224243475846755E-5,28390.0,109897.06081735,50.27536745,24681.0,109947.06081735
2022-06-06 02:00:00,7377.0,0.36193008,4.9061960146400974E-5,26797.0,90687.67579428,44.11193008,28872.0,90731.42579428
2022-06-06 03:00:00,6891.0,0.41396438,6.007319402118706E-5,25620.0,47904.13292364,25.41396438,25816.0,47929.13292364
2022-06-06 04:00:00,4266.0,0.41259372,9.671676511954992E-5,17569.0,83469.17436187,19.16259372,26553.0,83487.92436187
2022-06-06 05:00:00,8351.0,0.30079958,3.601958807328464E-5,28041.0,40781.46673075,31.55079958,24054.0,40812.71673075
2022-06-06 06:00:00,9448.0,0.55576911,5.882399555461473E-5,36348.0,148521.39402598,31.80576911,26320.0,148552.64402598
2022-06-06 07:00:00,11262.0,0.53288544,4.731712306872669E-5,45891.0,72693.3561171,38.03288544,30588.0,72730.8561171
2022-06-06 08:00:00,8173.0,0.42700246,5.224549859292793E-5,29836.0,76897.59952676,25.42700246,23840.0,76922.59952676
2022-06-06 09:00:00,13880.0,0.55032602,3.964884870317003E-5,41515.0,121698.6340605,44.30032602,35996.0,121742.3840605
2022-06-06 10:00:00,12633.0,0.54025771,4.276559091268899E-5,36591.0,45151.68708314,56.79025771,32843.0,45207.93708314
2022-06-06 11:00:00,12297.0,0.44856526,3.6477617305033747E-5,35528.0,79956.20288483,56.69856526,34990.0,80012.45288483
2022-06-06 12:00:00,9795.0,0.57665095,5.887197039305768E-5,36472.0,70228.20583137,38.07665095,34109.0,70265.70583137
2022-06-06 13:00:00,14590.0,0.62965788,4.315681151473612E-5,39188.0,81107.08101391,38.12965788,57054.0,81144.58101391
2022-06-06 14:00:00,6397.0,0.39778423,6.218293418790057E-5,21156.0,86471.25108326,19.14778423,21302.0,86490.00108326
2022-06-06 15:00:00,21468.0,0.99630934,4.6409043227128754E-5,56787.0,142743.41840727,50.99630934,63710.0,142793.41840727
2022-06-06 16:00:00,18918.0,0.85740374,4.5322113331218946E-5,75225.0,288882.81303963,63.35740374,54762.0,288945.31303963
2022-06-06 17:00:00,13990.0,0.61511017,4.396784631879914E-5,38339.0,105853.89127626,31.86511017,41286.0,105885.14127626
2022-06-06 18:00:00,8613.0,0.50296178,5.839565540462093E-5,19945.0,76558.11757577,19.25296178,27774.0,76576.86757577
2022-06-06 19:00:00,13358.0,0.64499998,4.828567001048061E-5,37662.0,77087.28612483,31.89499998,39874.0,77118.53612483
2022-06-06 20:00:00,20319.0,0.88518437,4.356436684876224E-5,79194.0,129266.33536625,63.38518437,57421.0,129328.83536625
2022-06-06 21:00:00,6972.0,0.26765364,3.83897934595525E-5,26366.0,42729.09699344,31.51765364,21505.0,42760.34699344
2022-06-06 22:00:00,15968.0,0.79345999,4.9690630636272546E-5,47813.0,82208.83873617,44.54345999,50636.0,82252.58873617
2022-06-06 23:00:00,8544.0,0.35596897,4.166303487827715E-5,25302.0,49284.98227015,56.60596897,28217.0,49341.23227015
2022-06-07 00:00:00,8703.0,0.4329727,4.974982190049408E-5,34433.0,54056.86442946,62.9329727,29189.0,54119.36442946
2022-06-07 01:00:00,6077.0,0.23762627,3.9102562119466845E-5,17815.0,39744.50072259,25.23762627,21376.0,39769.50072259
2022-06-07 02:00:00,8894.0,0.40771168,4.584120530694851E-5,32756.0,202721.54504083,50.40771168,34291.0,202771.54504083
2022-06-07 03:00:00,5847.0,0.2475177,4.233242688558235E-5,20076.0,57025.11683332,31.4975177,21871.0,57056.36683332
2022-06-07 04:00:00,7089.0,0.35041085,4.9430222880519114E-5,27938.0,71827.8590104,62.85041085,36250.0,71890.3590104
2022-06-07 05:00:00,4339.0,0.1580326,3.642143351002535E-5,13196.0,13428.44824096,25.1580326,13838.0,13453.44824096
2022-06-07 06:00:00,11192.0,0.40686406,3.635311472480343E-5,46567.0,142970.93059594,56.65686406,32049.0,143027.18059594
2022-06-07 07:00:00,9113.0,0.30259567,3.320483594864479E-5,33545.0,159802.53403092,44.05259567,25111.0,159846.28403092
2022-06-07 08:00:00,5498.0,0.24006061,4.366326118588578E-5,20724.0,13513.479644,18.99006061,14649.0,13532.229644
2022-06-07 09:00:00,13927.0,0.54587765,3.919563796941193E-5,32939.0,113507.21679964,38.04587765,41050.0,113544.71679964
2022-06-07 10:00:00,12214.0,0.41134459,3.367812264614377E-5,38047.0,81474.06610399,31.66134459,32340.0,81505.31610399
2022-06-07 11:00:00,11618.0,0.46651884,4.015483215699776E-5,50433.0,111061.47945827,44.21651884,33884.0,111105.22945827
2022-06-07 12:00:00,13787.0,0.59358375,4.305387321389715E-5,67306.0,75390.27298935,69.34358375,50103.0,75459.02298935
2022-06-07 13:00:00,10598.0,0.48039031,4.5328393093036424E-5,38385.0,65758.16414468,44.23039031,44400.0,65801.91414468
2022-06-07 14:00:00,13720.0,0.87299871,6.362964358600583E-5,55978.0,240179.51261349,50.87299871,41080.0,240229.51261349
2022-06-07 15:00:00,18380.0,0.68308352,3.7164500544069645E-5,48324.0,177246.16752734,63.18308352,53870.0,177308.66752734
2022-06-07 16:00:00,11636.0,0.54955654,4.7228991062220696E-5,40345.0,100338.72105182,38.04955654,33602.0,100376.22105182
2022-06-07 17:00:00,15825.0,0.60106499,3.798198988941548E-5,41502.0,107260.72039191,44.35106499,47492.0,107304.47039191
2022-06-07 18:00:00,8460.0,0.53127467,6.279842434988179E-5,29602.0,75475.92376633,25.53127467,26260.0,75500.92376633
2022-06-07 19:00:00,19817.0,0.77102412,3.8907206943533326E-5,58649.0,154050.2317464,50.77102412,58133.0,154100.2317464
2022-06-07 20:00:00,15195.0,0.68614471,4.515595327410332E-5,47061.0,58377.43589584,56.93614471,47586.0,58433.68589584
2022-06-07 22:00:00,15698.0,1.07851366,6.870388966747357E-5,50349.0,202940.14510276,44.82851366,50673.0,202983.89510276
2022-06-07 23:00:00,16014.0,0.72565261,4.531363869114525E-5,44086.0,171401.39134975,44.47565261,51105.0,171445.14134975
2022-06-08 00:00:00,8159.0,0.458432,5.618727785267802E-5,33272.0,61918.52939367,50.458432,26195.0,61968.52939367
2022-06-08 01:00:00,7508.0,0.31367758,4.177911294619073E-5,24785.0,66711.17593144,37.81367758,24870.0,66748.67593144
2022-06-08 02:00:00,6437.0,0.2902481,4.5090585676557406E-5,24806.0,51547.26371762,37.7902481,28722.0,51584.76371762
2022-06-08 03:00:00,7839.0,0.36333296,4.6349401709401704E-5,24413.0,121642.54398324,50.36333296,29399.0,121692.54398324
2022-06-08 04:00:00,5899.0,0.31858166,5.400604509238854E-5,20247.0,45412.11504477,25.31858166,29837.0,45437.11504477
2022-06-08 05:00:00,8111.0,0.3450313,4.253868820120823E-5,26802.0,68939.21198202,50.3450313,24845.0,68989.21198202
2022-06-08 06:00:00,8530.0,0.36296113,4.2551128956623686E-5,32571.0,67159.47914759,56.61296113,26139.0,67215.72914759
2022-06-08 07:00:00,10079.0,0.35989218,3.570713165988689E-5,35031.0,71481.23474808,69.10989218,26919.0,71549.98474808
2022-06-08 08:00:00,7565.0,0.31540344,4.1692457369464635E-5,29023.0,63580.1993134,25.31540344,20063.0,63605.1993134
2022-06-08 09:00:00,14025.0,0.47114816,3.359345169340463E-5,36012.0,136227.47075871,69.22114816,41718.0,136296.22075871
2022-06-08 10:00:00,9308.0,0.42247739,4.5388632359260854E-5,32348.0,77652.89539325,37.92247739,26004.0,77690.39539325
2022-06-08 11:00:00,12668.0,0.40081199,3.163972134512157E-5,34258.0,63465.64601595,62.90081199,34360.0,63528.14601595
2022-06-08 12:00:00,14113.0,0.49291574,3.4926361510663924E-5,39525.0,83341.47740588,62.99291574,61830.0,83403.97740588
2022-06-08 14:00:00,17778.0,1.05299246,5.9230085498931266E-5,38718.0,293890.6045584,38.55299246,60659.0,293928.1045584
2022-06-08 15:00:00,22975.0,0.73638944,3.20517710554951E-5,89574.0,148401.07902857,75.73638944,67068.0,148476.07902857
2022-06-08 16:00:00,17206.0,0.8087264,4.70025804951761E-5,59578.0,110195.21586425,82.0587264,57698.0,110276.46586425
2022-06-08 17:00:00,13594.0,0.44902871,3.303138958363984E-5,35677.0,66025.62567552,56.69902871,41622.0,66081.87567552
2022-06-08 18:00:00,10408.0,0.48983902,4.706370292083013E-5,33471.0,38947.68545369,31.73983902,31474.0,38978.93545369
2022-06-08 19:00:00,16012.0,0.6128925,3.827707344491631E-5,45352.0,60287.71617863,38.1128925,49177.0,60325.21617863
2022-06-08 20:00:00,11784.0,0.53026329,4.499858197556009E-5,43501.0,31607.17610129,44.28026329,35526.0,31650.92610129
2022-06-08 21:00:00,12277.0,0.43678648,3.5577623197849637E-5,32312.0,25097.85259428,50.43678648,38192.0,25147.85259428
2022-06-08 22:00:00,9821.0,0.42777386,4.3557057326137865E-5,28987.0,40640.62538623,31.67777386,31796.0,40671.87538623
2022-06-08 23:00:00,9501.0,0.36705277,3.8633067045574144E-5,25717.0,91693.92567169,37.86705277,31563.0,91731.42567169
2022-06-09 00:00:00,7790.0,0.35969,4.617329910141207E-5,36199.0,49418.71354237,37.85969,28421.0,49456.21354237
2022-06-09 01:00:00,8770.0,0.33515787,3.8216404789053596E-5,28117.0,34098.79182626,37.83515787,38763.0,34136.29182626
2022-06-09 02:00:00,7868.0,0.34231868,4.350771225216065E-5,27930.0,62100.80488889,37.84231868,32475.0,62138.30488889
2022-06-09 03:00:00,4142.0,0.13754639,3.320772332206663E-5,14288.0,12206.15572149,25.13754639,13928.0,12231.15572149
2022-06-09 04:00:00,7595.0,0.47269361,6.223747333772219E-5,30507.0,23940.91965297,37.97269361,42994.0,23978.41965297
2022-06-09 05:00:00,7594.0,0.316637,4.1695680800632076E-5,22884.0,25109.26405721,44.066637,26152.0,25153.01405721
2022-06-09 06:00:00,8965.0,0.44783014,4.995316675962075E-5,36284.0,26487.02598942,31.69783014,29205.0,26518.27598942
2022-06-09 07:00:00,8418.0,0.27907843,3.31525813732478E-5,31925.0,45352.68452775,56.52907843,22458.0,45408.93452775
2022-06-09 08:00:00,12528.0,0.48866449,3.900578623882503E-5,38027.0,76452.17467934,37.98866449,35788.0,76489.67467934
2022-06-09 09:00:00,8093.0,0.29456274,3.639722476214012E-5,18166.0,43174.96502524,19.04456274,22988.0,43193.71502524
2022-06-09 10:00:00,14019.0,0.43830835,3.126530779656181E-5,42763.0,84840.31434445,44.18830835,36707.0,84884.06434445
2022-06-09 11:00:00,10652.0,0.33140894,3.111236763049192E-5,26664.0,57764.30477239,31.58140894,28800.0,57795.55477239
2022-06-09 12:00:00,11519.0,0.49307173,4.280508117024047E-5,35410.0,74079.63558616,62.99307173,47051.0,74142.13558616
2022-06-09 13:00:00,15068.0,0.60276664,4.000309530130077E-5,47140.0,102333.77444494,50.60276664,55833.0,102383.77444494
2022-06-09 14:00:00,11063.0,0.4873232,4.404982373678026E-5,37874.0,111614.59834912,44.2373232,33596.0,111658.34834912
2022-06-09 15:00:00,17789.0,0.56140144,3.1558909438417E-5,47026.0,124126.26408502,44.31140144,54258.0,124170.01408502
2022-06-09 16:00:00,15634.0,0.57971561,3.7080440706153256E-5,48166.0,74542.4812993,50.57971561,46903.0,74592.4812993
2022-06-09 17:00:00,10949.0,0.38710073,3.535489359758882E-5,28116.0,69152.17008498,25.38710073,34493.0,69177.17008498
2022-06-09 18:00:00,13292.0,0.51173227,3.849926798074029E-5,34808.0,108154.79754258,31.76173227,40517.0,108186.04754258
2022-06-09 19:00:00,8205.0,0.35300579,4.3023252894576474E-5,22221.0,84666.40139843,19.10300579,27110.0,84685.15139843
2022-06-09 20:00:00,13324.0,0.62775344,4.711448814169919E-5,34195.0,155738.70906877,31.87775344,44830.0,155769.95906877
2022-06-09 21:00:00,14079.0,0.45758526,3.2501261453228214E-5,36620.0,68688.66973159,37.95758526,40498.0,68726.16973159
2022-06-09 22:00:00,16060.0,0.47981777,2.9876573474470734E-5,52702.0,75243.91677283,44.22981777,48373.0,75287.66677283
